p,seed,method,evaluation,code,selected,fits,validation_acc,validation_normalized_margin,validation_mean_margin,relative_residual,bank_predicted_z,bank_candidates_scored
17,2003,random_probe,6,57,False,11,0.8333333333333334,0.23729531122355843,0.00018418464362551326,3.849475148824939e-14,,
17,2003,random_probe,7,77,False,11,1.0,1.5812525277448082,0.0012713334489194313,3.583023747397033e-14,,
17,2003,random_probe,8,64,False,11,0.6666666666666666,0.1513156212741075,5.988750116438235e-05,3.407206739815414e-14,,
17,2003,random_probe,9,89,False,11,1.0,1.726167265185867,0.0007821303173486625,3.4863904574156525e-14,,
17,2003,random_probe,10,120,False,11,1.0,0.7562017604439735,0.00029655131637605636,4.029057975998995e-14,,
17,2004,bank,0,5,True,0,,,,,1.4557841371969258,128
17,2004,greedy_probe,0,0,False,11,1.0,0.8644676259265398,0.0008429223169889657,3.416056198697145e-14,,
17,2004,greedy_probe,1,32,False,11,1.0,0.5218926566304626,0.0005075399469254722,3.8168135545303204e-14,,
17,2004,greedy_probe,2,8,False,11,1.0,0.7331549676243306,0.0006821981427038113,3.608287422811589e-14,,
17,2004,greedy_probe,3,2,False,11,1.0,0.9881611538313994,0.00092364043730248,3.7500712679905844e-14,,
17,2004,greedy_probe,4,66,False,11,0.8333333333333334,0.14071930989630776,0.00013763116323176525,3.430381338800146e-14,,
17,2004,greedy_probe,5,3,False,11,1.0,0.5594882309834165,0.0005403225548811114,3.397195228612644e-14,,
17,2004,greedy_probe,6,6,False,11,1.0,0.8868784415016583,0.0010405303105263872,3.757222570753322e-14,,
17,2004,greedy_probe,7,18,False,11,1.0,0.6130836548533652,0.0005630623255228201,3.7918353410563836e-14,,
17,2004,greedy_probe,8,34,True,11,1.0,1.1770155430572173,0.0010824204615651732,3.4648480438995835e-14,,
17,2004,greedy_probe,9,42,False,11,1.0,1.0402541782896566,0.0010012116549816287,3.506606289963846e-14,,
17,2004,greedy_probe,10,98,False,11,1.0,0.34903525583713635,0.00032323525847520695,3.406107571515628e-14,,
17,2004,random_full,0,0,True,60,1.0,0.8732747646045339,0.0008529008312120959,3.666921677216091e-14,,
17,2004,random_full,1,64,False,60,0.5,-0.0020584023220959944,6.105087581163848e-06,3.510581002277047e-14,,
17,2004,random_probe,0,0,True,11,1.0,0.8644676259265398,0.0008429223169889657,3.416056198697145e-14,,
17,2004,random_probe,1,64,False,11,0.5,-0.012237156458401463,-3.931658411620205e-06,3.392950127439828e-14,,
17,2004,random_probe,2,68,False,11,1.0,0.39195340257695555,0.00046887219539896535,3.578174800670616e-14,,
17,2004,random_probe,3,54,False,11,1.0,0.7455577115448685,0.0008677557406347874,3.83233753841704e-14,,
17,2004,random_probe,4,67,False,11,0.8333333333333334,0.11379180644584885,0.00010864633983720395,3.6220116908038035e-14,,
17,2004,random_probe,5,113,False,11,0.16666666666666666,-0.1004830893608808,-7.961743980410459e-05,3.7763545734388874e-14,,
17,2004,random_probe,6,91,False,11,0.3333333333333333,-0.19981736706531592,-0.00017482756256606788,3.356049091899147e-14,,
17,2004,random_probe,7,101,False,11,0.16666666666666666,-0.412434439260109,-0.0001348640725092933,3.6024452999928826e-14,,
17,2004,random_probe,8,9,False,11,0.8333333333333334,0.5318551837727822,0.00042872312526994843,3.6984117423766095e-14,,
17,2004,random_probe,9,59,False,11,1.0,0.5438904011133011,0.0004658906452309,3.499630244913496e-14,,
17,2004,random_probe,10,87,False,11,0.0,-0.5203697839746358,-0.00023284922378877249,3.7864303058061025e-14,,
17,2005,bank,0,67,True,0,,,,,2.0111139692632065,128
17,2005,greedy_probe,0,0,False,11,0.0,-0.6544464471085489,-0.0006530756756009277,3.698476170006536e-14,,
17,2005,greedy_probe,1,32,False,11,0.5,0.045329721122361534,4.058046208925183e-05,3.398029673752947e-14,,
17,2005,greedy_probe,2,96,False,11,0.6666666666666666,0.15388065829904457,0.00014979413060243105,3.319546040026992e-14,,
17,2005,greedy_probe,3,104,False,11,0.0,-0.2524146601140593,-0.0002544842018185033,3.373704744407938e-14,,
17,2005,greedy_probe,4,112,False,11,1.0,0.49279875971129544,0.00047645424564201944,3.6573234942175713e-14,,
17,2005,greedy_probe,5,116,False,11,1.0,0.3276428383717023,0.00019179097887296834,3.486053520808667e-14,,
17,2005,greedy_probe,6,114,False,11,0.0,-0.3014120536655651,-0.00028253349117188703,3.320704277849874e-14,,
17,2005,greedy_probe,7,113,False,11,1.0,1.2305529094521623,0.0008511514243328156,3.4703893478699206e-14,,
17,2005,greedy_probe,8,81,False,11,1.0,0.5601825778980475,0.0003548976272495716,3.717398351484764e-14,,
17,2005,greedy_probe,9,49,False,11,1.0,0.7818166695303059,0.0005518199655768057,3.4575745680413665e-14,,
17,2005,greedy_probe,10,121,True,11,1.0,1.5423379936613493,0.0010788142903121977,3.6160000312890414e-14,,
17,2005,random_full,0,0,False,60,0.0,-0.6429336411027246,-0.0006418759899689888,3.410692919036002e-14,,
17,2005,random_full,1,115,True,60,1.0,0.5385593621569424,0.00035799961364036775,3.519578354679898e-14,,
17,2005,random_probe,0,0,False,11,0.0,-0.6544464471085489,-0.0006530756756009277,3.698476170006536e-14,,
17,2005,random_probe,1,115,False,11,1.0,0.527875192001222,0.00035035786364076327,3.387483717537834e-14,,
17,2005,random_probe,2,24,False,11,0.8333333333333334,0.2623528540933013,0.00024441256041528997,3.829731815440837e-14,,
17,2005,random_probe,3,120,False,11,0.8333333333333334,0.2988783039510673,0.00028946836277449667,3.580579678315661e-14,,
17,2005,random_probe,4,109,False,11,1.0,0.6262681704496094,0.0006122599803493611,3.8581692654180383e-14,,
17,2005,random_probe,5,125,True,11,1.0,1.0160680049638906,0.0010959787396839203,3.206412640534753e-14,,
17,2005,random_probe,6,103,False,11,1.0,0.9636223021826041,0.0009561885313597215,3.51078415865929e-14,,
17,2005,random_probe,7,53,False,11,1.0,0.7264434472288751,0.0007847068988589742,3.844504890583188e-14,,
17,2005,random_probe,8,62,False,11,0.0,-0.8447744152793982,-0.00048528137588029857,3.688858158350028e-14,,
17,2005,random_probe,9,107,False,11,1.0,0.6502100532523795,0.00038600425931876087,3.5384284351924104e-14,,
17,2005,random_probe,10,124,False,11,0.8333333333333334,0.36844359231132545,0.00021161875945236117,3.532736655577065e-14,,
17,2006,bank,0,74,True,0,,,,,2.3042983522193428,128
17,2006,greedy_probe,0,0,False,11,0.6666666666666666,0.14666403171961384,0.00011304647621910673,3.59948417435232e-14,,
17,2006,greedy_probe,1,2,False,11,0.5,-0.008690972842483796,7.627879215948523e-06,3.462277144206505e-14,,
17,2006,greedy_probe,2,8,False,11,0.8333333333333334,0.4432863144500661,0.00032499293367236243,3.8478720445785645e-14,,
17,2006,greedy_probe,3,72,False,11,1.0,0.7164156246146108,0.000543437484765962,3.557354538945334e-14,,
17,2006,greedy_probe,4,76,False,11,0.8333333333333334,0.14828226455558358,0.000116999814994731,3.520806623908502e-14,,
17,2006,greedy_probe,5,88,False,11,0.8333333333333334,0.6506419190563387,0.0002806820324033783,3.3277731887696773e-14,,
17,2006,greedy_probe,6,73,False,11,0.8333333333333334,0.3334380448746405,0.00025319001982804235,3.634858498619241e-14,,
17,2006,greedy_probe,7,104,False,11,1.0,0.9324425163055383,0.0006951037686004404,3.503114438984447e-14,,
17,2006,greedy_probe,8,106,True,11,1.0,1.1312095210795388,0.0003713814478832206,3.833523434265068e-14,,
17,2006,greedy_probe,9,98,False,11,1.0,0.3887198869396437,0.0001415478526378272,3.259281092895007e-14,,
17,2006,greedy_probe,10,42,False,11,0.8333333333333334,0.39428333700531876,0.00014194637620630843,3.7801541507325644e-14,,
17,2006,random_full,0,0,True,60,0.6666666666666666,0.15824284453266282,0.00012117893754713903,3.506629932212863e-14,,
17,2006,random_full,1,81,False,60,0.5,0.2716852443536882,0.00011623099227669094,3.436313242831354e-14,,
17,2006,random_probe,0,0,False,11,0.6666666666666666,0.14666403171961384,0.00011304647621910673,3.59948417435232e-14,,
17,2006,random_probe,1,81,False,11,0.5,0.24712082896173207,0.00010811866532000013,3.6015212537873895e-14,,
17,2006,random_probe,2,39,False,11,0.8333333333333334,0.6429582836922324,0.0002381653947217885,3.4312239390472335e-14,,
17,2006,random_probe,3,118,False,11,0.8333333333333334,0.10982282297684426,7.098682937699274e-05,3.859428066037448e-14,,
17,2006,random_probe,4,13,False,11,1.0,0.7410406787511086,0.0005438648573107158,3.5239051226777546e-14,,
17,2006,random_probe,5,52,True,11,1.0,1.2132586760521795,0.00047094139628198195,3.640016389516719e-14,,
17,2006,random_probe,6,57,False,11,0.6666666666666666,-0.16979325919316635,-2.5460198796949107e-05,3.59540509073139e-14,,
17,2006,random_probe,7,106,False,11,1.0,1.1312095210795388,0.0003713814478832206,3.833523434265068e-14,,
17,2006,random_probe,8,99,False,11,0.3333333333333333,-0.1946897425926918,-5.534145142224491e-05,3.5981666332728616e-14,,
17,2006,random_probe,9,17,False,11,0.3333333333333333,-0.3592173764959476,-0.00010982616620880171,3.610215452016677e-14,,
17,2006,random_probe,10,110,False,11,0.3333333333333333,-0.13335618543728459,-3.142057927742192e-05,3.4956145110963885e-14,,
17,2007,bank,0,94,True,0,,,,,2.5325526270263223,128
17,2007,greedy_probe,0,0,False,11,1.0,1.365388864068085,0.0014948621696255447,3.466685482701812e-14,,
17,2007,greedy_probe,1,4,False,11,0.8333333333333334,0.5166706801396797,0.00042110301256660887,3.8406444464057954e-14,,
17,2007,greedy_probe,2,32,False,11,1.0,1.9900122783105136,0.0021984209143436815,3.272861560171379e-14,,
17,2007,greedy_probe,3,96,False,11,1.0,1.291542196918878,0.0017989331777939742,3.385770164752765e-14,,
17,2007,greedy_probe,4,34,False,11,1.0,1.051281981787093,0.0011290170107493651,3.5987786965704626e-14,,
17,2007,greedy_probe,5,40,False,11,1.0,2.1338472555303287,0.002304611981596307,3.717906600856588e-14,,
17,2007,greedy_probe,6,56,True,11,1.0,2.2283533286454626,0.002290538252225726,3.721816794280662e-14,,
17,2007,greedy_probe,7,57,False,11,1.0,1.7875596561252252,0.0011488440523459778,3.5180628057002397e-14,,
17,2007,greedy_probe,8,60,False,11,1.0,0.7528760575371304,0.0005969037683620481,3.8408350029386196e-14,,
17,2007,greedy_probe,9,24,False,11,1.0,1.193922212123246,0.0011893598064827797,3.482250995610483e-14,,
17,2007,greedy_probe,10,120,False,11,1.0,1.2057565448550358,0.0016722209912762229,3.504292925888073e-14,,
17,2007,random_full,0,0,True,60,1.0,1.3741049345309102,0.0015072579362493562,3.603725382102392e-14,,
17,2007,random_full,1,67,False,60,1.0,0.23967519760013437,0.0002923863503952624,3.3986596973448364e-14,,
17,2007,random_probe,0,0,True,11,1.0,1.365388864068085,0.0014948621696255447,3.466685482701812e-14,,
17,2007,random_probe,1,67,False,11,1.0,0.2293727817292072,0.00027977497709489224,3.369521436840229e-14,,
17,2007,random_probe,2,120,False,11,1.0,1.2057565448550358,0.0016722209912762229,3.504292925888073e-14,,
17,2007,random_probe,3,42,False,11,1.0,1.260202632364971,0.0012982737914160904,3.395284458064414e-14,,
17,2007,random_probe,4,68,False,11,1.0,1.2879329545397609,0.0016671484183595348,3.4044461618892825e-14,,
17,2007,random_probe,5,23,False,11,1.0,0.42048862595701997,0.00041246359084909134,3.259614340654904e-14,,
17,2007,random_probe,6,17,False,11,1.0,0.798561164392234,0.0005056567900689965,3.4302003681807124e-14,,
17,2007,random_probe,7,28,False,11,0.8333333333333334,0.1007507866363598,8.163199509037683e-05,3.329083612070466e-14,,
17,2007,random_probe,8,80,False,11,1.0,1.1405649356277652,0.0015805033782398555,3.2812877395568944e-14,,
17,2007,random_probe,9,81,False,11,0.0,-0.4145410083643107,-0.0004621602224278709,3.272426685717359e-14,,
17,2007,random_probe,10,58,False,11,1.0,1.288076118566461,0.00142183805945655,3.80298703513482e-14,,
17,2008,bank,0,126,True,0,,,,,2.2204225775255866,128
17,2008,greedy_probe,0,0,False,11,1.0,1.4223724928748138,0.0006576785674115362,3.72176959592458e-14,,
17,2008,greedy_probe,1,2,False,11,0.8333333333333334,0.5490615627880205,0.00024696448787558484,3.6700764252243745e-14,,
17,2008,greedy_probe,2,16,False,11,0.0,-1.1567479775322231,-0.0004313456063498519,3.3796293559740613e-14,,
17,2008,greedy_probe,3,8,False,11,0.16666666666666666,-0.25097822522716645,-0.00025965359093490376,3.510426004703063e-14,,
17,2008,greedy_probe,4,1,True,11,1.0,1.6959060637901144,0.0007971366905810314,3.4545863662615085e-14,,
17,2008,greedy_probe,5,5,False,11,1.0,0.8964076934071613,0.0004248780713634534,3.8850716167840025e-14,,
17,2008,greedy_probe,6,65,False,11,1.0,1.457756975721119,0.0006680721035875978,3.47329896297504e-14,,
17,2008,greedy_probe,7,33,False,11,1.0,0.7967199472585644,0.000784863644987197,3.259261974801315e-14,,
17,2008,greedy_probe,8,3,False,11,1.0,0.8165060697651367,0.00036120861401458165,3.5192040605821154e-14,,
17,2008,greedy_probe,9,17,False,11,0.0,-0.9735906446168793,-0.0003665156204633822,3.53887585733424e-14,,
17,2008,greedy_probe,10,9,False,11,0.16666666666666666,-0.16569156473715915,-0.0001675582546387435,3.4217378312017375e-14,,
17,2008,random_full,0,0,True,60,1.0,1.434139838579904,0.0006651772180906156,3.277558797591184e-14,,
17,2008,random_full,1,101,False,60,1.0,0.6504865526925853,0.0006532288585850027,3.551675050211675e-14,,
17,2008,random_probe,0,0,False,11,1.0,1.4223724928748138,0.0006576785674115362,3.72176959592458e-14,,
17,2008,random_probe,1,101,False,11,1.0,0.6441677956192251,0.0006462146097565777,3.633550288783509e-14,,
17,2008,random_probe,2,125,False,11,1.0,0.7405799951981814,0.00030170980760079363,3.801099829195417e-14,,
17,2008,random_probe,3,24,False,11,1.0,0.5727956833400161,0.0005875030052355049,3.706850494539476e-14,,
17,2008,random_probe,4,96,False,11,1.0,0.5419706592838215,0.000522685341628438,3.899928335305934e-14,,
17,2008,random_probe,5,59,True,11,1.0,1.6593219976495857,0.0007992606977053803,3.4853128498591397e-14,,
17,2008,random_probe,6,47,False,11,0.0,-1.3746896714808612,-0.00059835579978564,3.669873389108123e-14,,
17,2008,random_probe,7,31,False,11,1.0,0.6308266499649549,0.00061911727653829,3.566873929837988e-14,,
17,2008,random_probe,8,49,False,11,0.0,-0.5138380092432513,-0.0005065835985474063,3.442912023885473e-14,,
17,2008,random_probe,9,91,False,11,1.0,0.7833237655593558,0.0007722999428636615,3.430084422699707e-14,,
17,2008,random_probe,10,3,False,11,1.0,0.8165060697651367,0.00036120861401458165,3.5192040605821154e-14,,
17,2009,bank,0,14,True,0,,,,,2.114135583690181,128
17,2009,greedy_probe,0,0,False,11,0.5,-0.14580168566628457,-8.821835407124788e-05,3.3166040122451526e-14,,
17,2009,greedy_probe,1,4,False,11,1.0,1.157753900556105,0.000842564628798966,3.684837235126488e-14,,
17,2009,greedy_probe,2,36,False,11,1.0,1.063269395486941,0.0007921025559913739,3.759790055373742e-14,,
17,2009,greedy_probe,3,12,False,11,1.0,1.1663191164828526,0.0008260175892947294,3.872592761744537e-14,,
17,2009,greedy_probe,4,28,False,11,1.0,1.5173534753710702,0.0010843999428113104,3.6748395377285886e-14,,
17,2009,greedy_probe,5,29,False,11,1.0,1.1124680789611492,0.0006329733825137934,3.201064927469514e-14,,
17,2009,greedy_probe,6,92,False,11,1.0,0.6542971441652986,0.0005883416535820002,3.3644213227868816e-14,,
17,2009,greedy_probe,7,30,False,11,1.0,1.3421689262475152,0.0009110744996992404,3.607997910401551e-14,,
17,2009,greedy_probe,8,24,False,11,1.0,0.2066616742336943,0.0001411327057649255,3.452930231130268e-14,,
17,2009,greedy_probe,9,60,False,11,1.0,1.666820569970806,0.0012210570687864741,3.241965908018487e-14,,
17,2009,greedy_probe,10,52,True,11,1.0,1.6738745084973727,0.001282429514279158,3.538543652711967e-14,,
17,2009,random_full,0,0,False,60,0.5,-0.13094619962691403,-7.828082991380204e-05,3.4097938953826217e-14,,
17,2009,random_full,1,1,True,60,1.0,0.2816628190504567,0.00018889451298013255,3.6627764199673244e-14,,
17,2009,random_probe,0,0,False,11,0.5,-0.14580168566628457,-8.821835407124788e-05,3.3166040122451526e-14,,
17,2009,random_probe,1,1,False,11,1.0,0.26736307898998063,0.00017921649771974793,3.5621425370232264e-14,,
17,2009,random_probe,2,48,False,11,0.8333333333333334,0.5396857674442029,0.0003888316785871371,3.572734306765174e-14,,
17,2009,random_probe,3,112,True,11,1.0,1.493356974665085,0.0012078453621721524,3.3345896111954513e-14,,
17,2009,random_probe,4,38,False,11,1.0,1.4388489254408625,0.0011043994656078152,3.7229803951784235e-14,,
17,2009,random_probe,5,99,False,11,1.0,1.1707217044968752,0.0009618232108549845,3.775795883538507e-14,,
17,2009,random_probe,6,25,False,11,1.0,0.3863446763519944,0.0002630106198497281,3.797994786781811e-14,,
17,2009,random_probe,7,43,False,11,1.0,0.5525553671974591,0.00039912943976694776,3.452394039128806e-14,,
17,2009,random_probe,8,21,False,11,1.0,1.1331933338244382,0.0006875893240742814,3.489509671662405e-14,,
17,2009,random_probe,9,39,False,11,1.0,0.8089854948545021,0.0005371917575967278,3.2098696978351964e-14,,
17,2009,random_probe,10,58,False,11,0.6666666666666666,0.10980863520955575,6.898435626561071e-05,3.965688437334569e-14,,
17,2010,bank,0,106,True,0,,,,,2.206405205011356,128
17,2010,greedy_probe,0,0,False,11,0.8333333333333334,0.3766085477064663,0.00034994357431944223,3.673522776399959e-14,,
17,2010,greedy_probe,1,1,False,11,0.8333333333333334,0.3554718477246881,0.00033018391392490576,3.6737818477924145e-14,,
17,2010,greedy_probe,2,8,False,11,0.6666666666666666,0.09847334042739946,8.948519220098455e-05,3.92777364780666e-14,,
17,2010,greedy_probe,3,16,False,11,1.0,0.7392330825359582,0.0006737391095296905,3.247258178210551e-14,,
17,2010,greedy_probe,4,48,False,11,1.0,0.4421429427174326,0.0003913290174416227,3.483576244371363e-14,,
17,2010,greedy_probe,5,20,False,11,1.0,0.9556095330786416,0.0008583142913720596,3.3877414792593904e-14,,
17,2010,greedy_probe,6,84,False,11,1.0,0.8817620380611947,0.00042169984855532083,3.7385440469810125e-14,,
17,2010,greedy_probe,7,22,False,11,1.0,0.41734079204679886,0.000359749556942258,3.431284050558898e-14,,
17,2010,greedy_probe,8,21,False,11,1.0,0.9366855411349128,0.0008420008151467234,3.472451829770985e-14,,
17,2010,greedy_probe,9,28,True,11,1.0,1.093263957245902,0.0009956894523632752,4.076537142511231e-14,,
17,2010,greedy_probe,10,12,False,11,0.8333333333333334,0.30635286490716696,0.00026825920980363727,3.4783905159588936e-14,,
17,2010,random_full,0,0,False,60,0.8333333333333334,0.3865205429922493,0.00035931816432400776,3.242548123719452e-14,,
17,2010,random_full,1,30,True,60,1.0,0.6301805410980305,0.0005627909075581888,3.4530063812423745e-14,,
17,2010,random_probe,0,0,False,11,0.8333333333333334,0.3766085477064663,0.00034994357431944223,3.673522776399959e-14,,
17,2010,random_probe,1,30,False,11,1.0,0.6202246740410212,0.0005535045284184072,4.041572027561486e-14,,
17,2010,random_probe,2,35,False,11,1.0,0.8818873039879273,0.0007914108908894402,3.4400154588016926e-14,,
17,2010,random_probe,3,49,False,11,1.0,0.4116784171606292,0.00036461538466972765,4.0739705507157226e-14,,
17,2010,random_probe,4,34,False,11,1.0,0.913919874176193,0.0008226501127739441,3.6490266493988763e-14,,
17,2010,random_probe,5,29,False,11,1.0,1.049568433808114,0.0009576511950434227,3.735037825546309e-14,,
17,2010,random_probe,6,16,False,11,1.0,0.7392330825359582,0.0006737391095296905,3.247258178210551e-14,,
17,2010,random_probe,7,101,False,11,0.6666666666666666,0.11417735077233866,4.117063106733274e-05,3.386134023217649e-14,,
17,2010,random_probe,8,31,False,11,1.0,0.617761828834864,0.0005502289229831434,3.398741063017279e-14,,
17,2010,random_probe,9,120,True,11,1.0,1.0733824039028128,0.0005124913485817737,3.287886009087359e-14,,
17,2010,random_probe,10,1,False,11,0.8333333333333334,0.3554718477246881,0.00033018391392490576,3.6737818477924145e-14,,
17,2011,bank,0,3,True,0,,,,,2.098822668284919,128
17,2011,greedy_probe,0,0,False,11,1.0,0.588245457413875,0.000497357412978632,3.5842147897334606e-14,,
17,2011,greedy_probe,1,1,False,11,1.0,1.505213759945751,0.001021117510965899,3.245478251010938e-14,,
17,2011,greedy_probe,2,17,False,11,1.0,0.7892276553509946,0.0006066868115714025,3.711436562175522e-14,,
17,2011,greedy_probe,3,9,False,11,0.8333333333333334,0.1923461806780001,0.00023965424473581845,3.3719609874718786e-14,,
17,2011,greedy_probe,4,33,False,11,1.0,1.0901469194300837,0.0012759698770639996,3.691324116357837e-14,,
17,2011,greedy_probe,5,5,False,11,1.0,1.218432287726073,0.0009248387904569333,3.345452861998625e-14,,
17,2011,greedy_probe,6,65,False,11,1.0,1.1994313244495955,0.0007473101882977812,3.634358056897672e-14,,
17,2011,greedy_probe,7,3,True,11,1.0,1.887637010492745,0.0014003473976502423,3.611986730621418e-14,,
17,2011,greedy_probe,8,2,False,11,1.0,1.1241276841918217,0.0009681559054728917,3.909910162314234e-14,,
17,2011,greedy_probe,9,19,False,11,1.0,0.8349211277655324,0.0005728861961468643,3.582654326938583e-14,,
17,2011,greedy_probe,10,11,False,11,1.0,0.5532551687682832,0.0006891399822325414,3.255102236663562e-14,,
17,2011,random_full,0,0,False,60,1.0,0.6006494115945097,0.0005081504298595103,3.44734774644784e-14,,
17,2011,random_full,1,85,True,60,1.0,0.7012194348735434,0.0005344946565105785,3.7373433779913705e-14,,
17,2011,random_probe,0,0,False,11,1.0,0.588245457413875,0.000497357412978632,3.5842147897334606e-14,,
17,2011,random_probe,1,85,False,11,1.0,0.6856022049873266,0.000522072524767996,3.731625418328478e-14,,
17,2011,random_probe,2,26,False,11,1.0,0.6798382267086387,0.0007601902158851462,3.3893012332307816e-14,,
17,2011,random_probe,3,92,False,11,1.0,0.44702284641794926,0.0005110410165647186,4.178589312648426e-14,,
17,2011,random_probe,4,100,False,11,1.0,0.5226351486194318,0.0006363795899225038,3.486640351155518e-14,,
17,2011,random_probe,5,51,False,11,1.0,0.45887026566606837,0.0005311480345396557,3.920257274820559e-14,,
17,2011,random_probe,6,60,True,11,1.0,0.8091558541983636,0.0005860105917313679,3.803383719721352e-14,,
17,2011,random_probe,7,107,False,11,1.0,0.26132882172484806,0.0002063357343712278,3.475502141532141e-14,,
17,2011,random_probe,8,16,False,11,0.8333333333333334,0.2817172270587665,0.0002519694257959934,3.965094715570058e-14,,
17,2011,random_probe,9,72,False,11,0.0,-0.2746063484877668,-0.0003181149974835808,3.564987156345383e-14,,
