p,competitor,bank_setup_seconds,bank_mean_online_seconds,competitor_mean_online_seconds,single_query_bank_seconds,bank_amortized_seconds_at_20,time_break_even_queries,fits_break_even_queries,assumption
17,random_probe,20.628226421,0.5602392045499975,1.5248517190500004,21.18846562555,1.5916505255999975,21.38498735079384,20.181818181818183,"Fixed observed per-query competitor effort and latency; workload extrapolation, not a new accuracy experiment"
17,greedy_probe,20.628226421,0.5602392045499975,1.5228980520499988,21.18846562555,1.5916505255999975,21.42838709120156,20.181818181818183,"Fixed observed per-query competitor effort and latency; workload extrapolation, not a new accuracy experiment"
17,random_full,20.628226421,0.5602392045499975,1.1183042960500025,21.18846562555,1.5916505255999975,36.96383582344143,37.0,"Fixed observed per-query competitor effort and latency; workload extrapolation, not a new accuracy experiment"
23,random_probe,63.185966353000005,1.0346133090500005,3.955842584849994,64.22057966205,4.1939116267,21.629923702478372,20.303030303030305,"Fixed observed per-query competitor effort and latency; workload extrapolation, not a new accuracy experiment"
23,greedy_probe,63.185966353000005,1.0346133090500005,3.9601427797000057,64.22057966205,4.1939116267,21.59813018016226,20.303030303030305,"Fixed observed per-query competitor effort and latency; workload extrapolation, not a new accuracy experiment"
23,random_full,63.185966353000005,1.0346133090500005,3.733138336950006,64.22057966205,4.1939116267,23.415001046764935,22.333333333333332,"Fixed observed per-query competitor effort and latency; workload extrapolation, not a new accuracy experiment"
