phase,name,p,seed,variant,view,test_a,truth,rtol,horizon,initial_informative_step,raw_argmax_changes,leader_replacements,correctness_flips,correct_to_wrong,wrong_to_correct,last_leader_replacement,last_correctness_flip,final_correct_state,final_winner_count,final_normalized_correct_margin
discovery,p29_s23_residual,29,23,residual,point,10,20,1e-08,59,0,3,3,0,0,0,7,,-1,1,-3.118179167493272
discovery,p29_s23_residual,29,23,residual,point,11,22,1e-08,59,0,1,1,0,0,0,8,,-1,1,-2.598424165241512
discovery,p29_s23_residual,29,23,residual,point,12,24,1e-08,59,0,3,3,0,0,0,9,,-1,1,-1.847936878909925
discovery,p29_s23_residual,29,23,residual,point,13,26,1e-08,59,0,3,3,0,0,0,7,,-1,1,-3.4111593699947687
discovery,p29_s23_residual,29,23,residual,point,14,28,1e-08,59,0,2,2,0,0,0,7,,-1,1,-3.4851876469817493
discovery,p29_s23_residual,29,23,residual,point,15,1,1e-08,59,0,1,1,0,0,0,3,,-1,1,-2.2803053399236557
discovery,p29_s23_residual,29,23,residual,point,16,3,1e-08,59,0,3,3,0,0,0,7,,-1,1,-3.6048508930820264
discovery,p29_s23_residual,29,23,residual,point,17,5,1e-08,59,0,3,3,0,0,0,9,,-1,1,-3.1751555854258195
discovery,p29_s23_residual,29,23,residual,point,18,7,1e-08,59,0,3,3,0,0,0,9,,-1,1,-2.7253811623924626
discovery,p29_s23_residual,29,23,residual,point,19,9,1e-08,59,0,1,1,0,0,0,9,,-1,1,-4.113675942887742
discovery,p29_s23_residual,29,23,residual,point,20,11,1e-08,59,0,2,2,0,0,0,8,,-1,1,-2.8965009054212243
discovery,p29_s23_residual,29,23,residual,point,21,13,1e-08,59,0,2,2,0,0,0,6,,-1,1,-2.4292246538464175
discovery,p29_s23_residual,29,23,residual,point,22,15,1e-08,59,0,5,5,0,0,0,8,,-1,1,-1.2762429717062362
discovery,p29_s23_residual,29,23,residual,point,23,17,1e-08,59,0,3,3,0,0,0,9,,-1,1,-2.2888361646379223
discovery,p29_s23_residual,29,23,residual,point,24,19,1e-08,59,0,1,1,0,0,0,9,,-1,1,-2.1030891863366015
discovery,p29_s23_residual,29,23,residual,point,25,21,1e-08,59,0,2,2,0,0,0,4,,-1,1,-1.8022916570488006
discovery,p29_s23_residual,29,23,residual,point,26,23,1e-08,59,0,3,3,0,0,0,10,,-1,1,-0.9243177448548733
discovery,p29_s23_residual,29,23,residual,point,27,25,1e-08,59,0,2,2,0,0,0,8,,-1,1,-1.2974258311431337
discovery,p29_s23_residual,29,23,residual,point,28,27,1e-08,59,0,1,1,0,0,0,10,,-1,1,-3.070341975917719
discovery,p29_s24_circ,29,24,circ,profile,-1,0,1e-08,59,0,3,2,1,0,1,6,6,1,1,1.066259289654896
discovery,p29_s24_circ,29,24,circ,point,0,0,1e-08,59,0,4,2,1,0,1,6,6,1,1,1.0662579393301224
discovery,p29_s24_circ,29,24,circ,point,1,2,1e-08,59,0,4,2,1,0,1,6,6,1,1,1.066256057262576
discovery,p29_s24_circ,29,24,circ,point,2,4,1e-08,59,0,3,2,1,0,1,6,6,1,1,1.0662580076817834
discovery,p29_s24_circ,29,24,circ,point,3,6,1e-08,59,0,3,2,1,0,1,6,6,1,1,1.0662580893139961
discovery,p29_s24_circ,29,24,circ,point,4,8,1e-08,59,0,4,2,1,0,1,6,6,1,1,1.0662602528827576
discovery,p29_s24_circ,29,24,circ,point,5,10,1e-08,59,0,3,2,1,0,1,6,6,1,1,1.0662597374461262
discovery,p29_s24_circ,29,24,circ,point,6,12,1e-08,59,0,3,2,1,0,1,6,6,1,1,1.0662622899657963
discovery,p29_s24_circ,29,24,circ,point,7,14,1e-08,59,0,3,2,1,0,1,6,6,1,1,1.066257739725732
discovery,p29_s24_circ,29,24,circ,point,8,16,1e-08,59,0,4,2,1,0,1,6,6,1,1,1.066261179939817
discovery,p29_s24_circ,29,24,circ,point,9,18,1e-08,59,0,3,2,1,0,1,6,6,1,1,1.06625757016906
discovery,p29_s24_circ,29,24,circ,point,10,20,1e-08,59,0,4,2,1,0,1,6,6,1,1,1.0662598063302897
discovery,p29_s24_circ,29,24,circ,point,11,22,1e-08,59,0,3,2,1,0,1,6,6,1,1,1.066257599271389
discovery,p29_s24_circ,29,24,circ,point,12,24,1e-08,59,0,3,2,1,0,1,6,6,1,1,1.0662585357849048
discovery,p29_s24_circ,29,24,circ,point,13,26,1e-08,59,0,4,2,1,0,1,6,6,1,1,1.0662570802025813
discovery,p29_s24_circ,29,24,circ,point,14,28,1e-08,59,0,3,2,1,0,1,6,6,1,1,1.0662587428023995
discovery,p29_s24_circ,29,24,circ,point,15,1,1e-08,59,0,5,2,1,0,1,6,6,1,1,1.066258427495819
discovery,p29_s24_circ,29,24,circ,point,16,3,1e-08,59,0,5,2,1,0,1,6,6,1,1,1.0662594546614252
discovery,p29_s24_circ,29,24,circ,point,17,5,1e-08,59,0,6,2,1,0,1,6,6,1,1,1.0662616308690374
discovery,p29_s24_circ,29,24,circ,point,18,7,1e-08,59,0,5,2,1,0,1,6,6,1,1,1.066256791643165
discovery,p29_s24_circ,29,24,circ,point,19,9,1e-08,59,0,3,2,1,0,1,6,6,1,1,1.066260995020001
discovery,p29_s24_circ,29,24,circ,point,20,11,1e-08,59,0,3,2,1,0,1,6,6,1,1,1.0662600689857078
discovery,p29_s24_circ,29,24,circ,point,21,13,1e-08,59,0,3,2,1,0,1,6,6,1,1,1.0662577862155764
discovery,p29_s24_circ,29,24,circ,point,22,15,1e-08,59,0,4,2,1,0,1,6,6,1,1,1.0662565072975285
discovery,p29_s24_circ,29,24,circ,point,23,17,1e-08,59,0,5,2,1,0,1,6,6,1,1,1.066257742392549
discovery,p29_s24_circ,29,24,circ,point,24,19,1e-08,59,0,2,2,1,0,1,6,6,1,1,1.0662577572604797
discovery,p29_s24_circ,29,24,circ,point,25,21,1e-08,59,0,6,2,1,0,1,6,6,1,1,1.0662585439665946
discovery,p29_s24_circ,29,24,circ,point,26,23,1e-08,59,0,5,2,1,0,1,6,6,1,1,1.0662593460489767
discovery,p29_s24_circ,29,24,circ,point,27,25,1e-08,59,0,4,2,1,0,1,6,6,1,1,1.0662577409498322
discovery,p29_s24_circ,29,24,circ,point,28,27,1e-08,59,0,4,2,1,0,1,6,6,1,1,1.066262486752339
discovery,p29_s24_cross,29,24,cross,profile,-1,0,1e-08,59,0,4,4,1,0,1,9,9,1,1,1.0664591734233588
discovery,p29_s24_cross,29,24,cross,point,0,0,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.8796372646474777
discovery,p29_s24_cross,29,24,cross,point,1,2,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.9346012033209924
discovery,p29_s24_cross,29,24,cross,point,2,4,1e-08,59,0,3,3,1,0,1,9,9,1,1,1.0130853399346076
discovery,p29_s24_cross,29,24,cross,point,3,6,1e-08,59,0,1,1,1,0,1,9,9,1,1,0.8292548764765874
discovery,p29_s24_cross,29,24,cross,point,4,8,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.7924467198908142
discovery,p29_s24_cross,29,24,cross,point,5,10,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.9089568805331111
discovery,p29_s24_cross,29,24,cross,point,6,12,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.623910556480927
discovery,p29_s24_cross,29,24,cross,point,7,14,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.7589103413115245
discovery,p29_s24_cross,29,24,cross,point,8,16,1e-08,59,0,3,3,1,0,1,9,9,1,1,1.0883006099748294
discovery,p29_s24_cross,29,24,cross,point,9,18,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.7302001636004998
discovery,p29_s24_cross,29,24,cross,point,10,20,1e-08,59,0,4,4,1,0,1,9,9,1,1,1.2686225815300085
discovery,p29_s24_cross,29,24,cross,point,11,22,1e-08,59,0,5,5,1,0,1,9,9,1,1,1.3757633247384664
discovery,p29_s24_cross,29,24,cross,point,12,24,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.8106340295614122
discovery,p29_s24_cross,29,24,cross,point,13,26,1e-08,59,0,4,4,1,0,1,9,9,1,1,1.0161106515159652
discovery,p29_s24_cross,29,24,cross,point,14,28,1e-08,59,0,6,6,1,0,1,9,9,1,1,1.0312366350391375
discovery,p29_s24_cross,29,24,cross,point,15,1,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.9535650205260916
discovery,p29_s24_cross,29,24,cross,point,16,3,1e-08,59,0,3,3,1,0,1,9,9,1,1,1.0921320489487156
discovery,p29_s24_cross,29,24,cross,point,17,5,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.6026497352286426
discovery,p29_s24_cross,29,24,cross,point,18,7,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.7446778432261733
discovery,p29_s24_cross,29,24,cross,point,19,9,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.9786171697497684
discovery,p29_s24_cross,29,24,cross,point,20,11,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.9336956470838365
discovery,p29_s24_cross,29,24,cross,point,21,13,1e-08,59,0,5,5,1,0,1,9,9,1,1,0.8906152268481619
discovery,p29_s24_cross,29,24,cross,point,22,15,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.9879098302567222
discovery,p29_s24_cross,29,24,cross,point,23,17,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.8141974291988926
discovery,p29_s24_cross,29,24,cross,point,24,19,1e-08,59,0,4,4,1,0,1,9,9,1,1,1.073250238613659
discovery,p29_s24_cross,29,24,cross,point,25,21,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.7567127243026065
discovery,p29_s24_cross,29,24,cross,point,26,23,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.8454473547228811
discovery,p29_s24_cross,29,24,cross,point,27,25,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.8490626725215961
discovery,p29_s24_cross,29,24,cross,point,28,27,1e-08,59,0,2,2,1,0,1,9,9,1,1,1.0511906068756556
discovery,p29_s24_diag,29,24,diag,profile,-1,0,1e-08,59,0,52,51,0,0,0,59,,-1,1,-5.677160223719295
discovery,p29_s24_diag,29,24,diag,point,0,0,1e-08,59,0,2,2,0,0,0,8,,-1,1,-3.7376148269230396
discovery,p29_s24_diag,29,24,diag,point,1,2,1e-08,59,0,2,2,0,0,0,7,,-1,1,-3.6625770121494643
discovery,p29_s24_diag,29,24,diag,point,2,4,1e-08,59,0,2,2,0,0,0,2,,-1,1,-3.0772169280709973
discovery,p29_s24_diag,29,24,diag,point,3,6,1e-08,59,0,2,2,0,0,0,8,,-1,1,-1.870616106940444
discovery,p29_s24_diag,29,24,diag,point,4,8,1e-08,59,0,2,2,0,0,0,7,,-1,1,-3.9159264699098912
discovery,p29_s24_diag,29,24,diag,point,5,10,1e-08,59,0,2,2,0,0,0,8,,-1,1,-1.8447189833071003
discovery,p29_s24_diag,29,24,diag,point,6,12,1e-08,59,0,3,3,0,0,0,7,,-1,1,-1.6717374694149905
discovery,p29_s24_diag,29,24,diag,point,7,14,1e-08,59,0,2,2,0,0,0,8,,-1,1,-2.2445087873304868
discovery,p29_s24_diag,29,24,diag,point,8,16,1e-08,59,0,4,4,0,0,0,7,,-1,1,-1.6476328712100117
discovery,p29_s24_diag,29,24,diag,point,9,18,1e-08,59,0,4,4,1,0,1,12,12,1,1,0.9661753635295839
discovery,p29_s24_diag,29,24,diag,point,10,20,1e-08,59,0,3,3,0,0,0,8,,-1,1,-2.52201477186703
discovery,p29_s24_diag,29,24,diag,point,11,22,1e-08,59,0,1,1,0,0,0,5,,-1,1,-2.413625318735067
discovery,p29_s24_diag,29,24,diag,point,12,24,1e-08,59,0,2,2,0,0,0,8,,-1,1,-1.9275728211566516
discovery,p29_s24_diag,29,24,diag,point,13,26,1e-08,59,0,3,3,0,0,0,7,,-1,1,-3.4610059360957326
discovery,p29_s24_diag,29,24,diag,point,14,28,1e-08,59,0,2,2,0,0,0,7,,-1,1,-2.1501069250055616
discovery,p29_s24_diag,29,24,diag,point,15,1,1e-08,59,0,2,2,0,0,0,8,,-1,1,-3.260435812704953
discovery,p29_s24_diag,29,24,diag,point,16,3,1e-08,59,0,2,2,0,0,0,8,,-1,1,-2.9489153968769464
discovery,p29_s24_diag,29,24,diag,point,17,5,1e-08,59,0,3,3,0,0,0,7,,-1,1,-4.181580241979261
discovery,p29_s24_diag,29,24,diag,point,18,7,1e-08,59,0,1,1,0,0,0,1,,-1,1,-1.7534007487080683
discovery,p29_s24_diag,29,24,diag,point,19,9,1e-08,59,0,2,2,0,0,0,7,,-1,1,-3.9048031099019784
discovery,p29_s24_diag,29,24,diag,point,20,11,1e-08,59,0,2,2,0,0,0,8,,-1,1,-1.9509475778884537
discovery,p29_s24_diag,29,24,diag,point,21,13,1e-08,59,0,3,3,0,0,0,7,,-1,1,-2.0505628382767855
discovery,p29_s24_diag,29,24,diag,point,22,15,1e-08,59,0,3,3,0,0,0,7,,-1,1,-2.1351204961202246
discovery,p29_s24_diag,29,24,diag,point,23,17,1e-08,59,0,3,3,0,0,0,8,,-1,1,-3.0346958526468786
discovery,p29_s24_diag,29,24,diag,point,24,19,1e-08,59,0,2,2,0,0,0,7,,-1,1,-0.9752892209574351
discovery,p29_s24_diag,29,24,diag,point,25,21,1e-08,59,0,2,2,0,0,0,8,,-1,1,-2.263309141175578
discovery,p29_s24_diag,29,24,diag,point,26,23,1e-08,59,0,3,3,0,0,0,8,,-1,1,-2.255477335995195
discovery,p29_s24_diag,29,24,diag,point,27,25,1e-08,59,0,2,2,0,0,0,8,,-1,1,-4.164975414576989
discovery,p29_s24_diag,29,24,diag,point,28,27,1e-08,59,0,2,2,0,0,0,8,,-1,1,-1.2509965165500452
discovery,p29_s24_residual,29,24,residual,profile,-1,0,1e-08,59,0,6,6,0,0,0,10,,-1,1,-5.561674095582044
discovery,p29_s24_residual,29,24,residual,point,0,0,1e-08,59,0,3,3,0,0,0,9,,-1,1,-1.7449018840889743
discovery,p29_s24_residual,29,24,residual,point,1,2,1e-08,59,0,1,1,0,0,0,8,,-1,1,-2.8238183851663834
discovery,p29_s24_residual,29,24,residual,point,2,4,1e-08,59,0,3,3,0,0,0,8,,-1,1,-2.6471561816990534
discovery,p29_s24_residual,29,24,residual,point,3,6,1e-08,59,0,1,1,0,0,0,7,,-1,1,-4.081905429163513
discovery,p29_s24_residual,29,24,residual,point,4,8,1e-08,59,0,3,3,0,0,0,10,,-1,1,-1.5113004567187276
discovery,p29_s24_residual,29,24,residual,point,5,10,1e-08,59,0,1,1,0,0,0,6,,-1,1,-2.209424227937973
discovery,p29_s24_residual,29,24,residual,point,6,12,1e-08,59,0,3,3,0,0,0,9,,-1,1,-2.4987075063616895
discovery,p29_s24_residual,29,24,residual,point,7,14,1e-08,59,0,3,3,0,0,0,9,,-1,1,-1.3723601331684792
discovery,p29_s24_residual,29,24,residual,point,8,16,1e-08,59,0,1,1,0,0,0,7,,-1,1,-3.1342077398379047
discovery,p29_s24_residual,29,24,residual,point,9,18,1e-08,59,0,0,0,0,0,0,,,-1,1,-3.1269352159014665
discovery,p29_s24_residual,29,24,residual,point,10,20,1e-08,59,0,1,1,0,0,0,8,,-1,1,-3.8075033283492647
discovery,p29_s24_residual,29,24,residual,point,11,22,1e-08,59,0,2,2,1,0,1,12,12,1,1,0.09144803371117359
discovery,p29_s24_residual,29,24,residual,point,12,24,1e-08,59,0,3,3,0,0,0,7,,-1,1,-3.2880953755866815
discovery,p29_s24_residual,29,24,residual,point,13,26,1e-08,59,0,3,3,0,0,0,9,,-1,1,-3.086080613013611
discovery,p29_s24_residual,29,24,residual,point,14,28,1e-08,59,0,1,1,0,0,0,3,,-1,1,-2.1087285136932534
discovery,p29_s24_residual,29,24,residual,point,15,1,1e-08,59,0,2,2,0,0,0,4,,-1,1,-3.771147743270605
discovery,p29_s24_residual,29,24,residual,point,16,3,1e-08,59,0,2,2,0,0,0,7,,-1,1,-3.7200783555284436
discovery,p29_s24_residual,29,24,residual,point,17,5,1e-08,59,0,3,3,0,0,0,8,,-1,1,-2.9531295388134793
discovery,p29_s24_residual,29,24,residual,point,18,7,1e-08,59,0,3,3,0,0,0,7,,-1,1,-4.062836307399636
discovery,p29_s24_residual,29,24,residual,point,19,9,1e-08,59,0,1,1,0,0,0,7,,-1,1,-3.2444763177747884
discovery,p29_s24_residual,29,24,residual,point,20,11,1e-08,59,0,2,2,0,0,0,7,,-1,1,-0.2671354121976656
discovery,p29_s24_residual,29,24,residual,point,21,13,1e-08,59,0,2,2,0,0,0,8,,-1,1,-2.523861111691148
discovery,p29_s24_residual,29,24,residual,point,22,15,1e-08,59,0,1,1,0,0,0,7,,-1,1,-1.340118146633572
discovery,p29_s24_residual,29,24,residual,point,23,17,1e-08,59,0,2,2,0,0,0,7,,-1,1,-4.084520468370097
discovery,p29_s24_residual,29,24,residual,point,24,19,1e-08,59,0,1,1,0,0,0,7,,-1,1,-2.4656607675693287
discovery,p29_s24_residual,29,24,residual,point,25,21,1e-08,59,0,2,2,0,0,0,7,,-1,1,-2.6601267615400044
discovery,p29_s24_residual,29,24,residual,point,26,23,1e-08,59,0,4,4,0,0,0,8,,-1,1,-5.0799140894759445
discovery,p29_s24_residual,29,24,residual,point,27,25,1e-08,59,0,4,4,0,0,0,8,,-1,1,-2.283364999690754
discovery,p29_s24_residual,29,24,residual,point,28,27,1e-08,59,0,4,4,0,0,0,8,,-1,1,-3.5112537432799247
probe,p17_s20_circ_matched_probe,17,20,circ,profile,-1,0,1e-08,5,0,0,0,0,0,0,,,-1,2,-4.286377800817818
probe,p17_s20_circ_matched_probe,17,20,circ,point,0,0,1e-08,5,0,2,0,0,0,0,,,-1,2,-4.286377800818438
probe,p17_s20_circ_matched_probe,17,20,circ,point,1,2,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.286377800817703
probe,p17_s20_circ_matched_probe,17,20,circ,point,2,4,1e-08,5,0,4,0,0,0,0,,,-1,2,-4.286377800818011
probe,p17_s20_circ_matched_probe,17,20,circ,point,3,6,1e-08,5,0,1,0,0,0,0,,,-1,2,-4.286377800817347
probe,p17_s20_circ_matched_probe,17,20,circ,point,4,8,1e-08,5,0,1,0,0,0,0,,,-1,2,-4.286377800818393
probe,p17_s20_circ_matched_probe,17,20,circ,point,5,10,1e-08,5,0,1,0,0,0,0,,,-1,2,-4.28637780081722
probe,p17_s20_circ_matched_probe,17,20,circ,point,6,12,1e-08,5,0,4,0,0,0,0,,,-1,2,-4.286377800817691
probe,p17_s20_circ_matched_probe,17,20,circ,point,7,14,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.286377800818363
probe,p17_s20_circ_matched_probe,17,20,circ,point,8,16,1e-08,5,0,4,0,0,0,0,,,-1,2,-4.286377800818018
probe,p17_s20_circ_matched_probe,17,20,circ,point,9,1,1e-08,5,0,2,0,0,0,0,,,-1,2,-4.286377800817375
probe,p17_s20_circ_matched_probe,17,20,circ,point,10,3,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.286377800818717
probe,p17_s20_circ_matched_probe,17,20,circ,point,11,5,1e-08,5,0,4,0,0,0,0,,,-1,2,-4.286377800818534
probe,p17_s20_circ_matched_probe,17,20,circ,point,12,7,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.286377800817521
probe,p17_s20_circ_matched_probe,17,20,circ,point,13,9,1e-08,5,0,2,0,0,0,0,,,-1,2,-4.286377800818326
probe,p17_s20_circ_matched_probe,17,20,circ,point,14,11,1e-08,5,0,2,0,0,0,0,,,-1,2,-4.2863778008182525
probe,p17_s20_circ_matched_probe,17,20,circ,point,15,13,1e-08,5,0,2,0,0,0,0,,,-1,2,-4.286377800817829
probe,p17_s20_circ_matched_probe,17,20,circ,point,16,15,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.286377800817836
probe,p17_s21_circ_matched_probe,17,21,circ,profile,-1,0,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.309194983353617
probe,p17_s21_circ_matched_probe,17,21,circ,point,0,0,1e-08,5,0,1,0,0,0,0,,,-1,2,-4.309194983354364
probe,p17_s21_circ_matched_probe,17,21,circ,point,1,2,1e-08,5,0,1,0,0,0,0,,,-1,2,-4.309194983353938
probe,p17_s21_circ_matched_probe,17,21,circ,point,2,4,1e-08,5,0,2,0,0,0,0,,,-1,2,-4.309194983353651
probe,p17_s21_circ_matched_probe,17,21,circ,point,3,6,1e-08,5,0,1,0,0,0,0,,,-1,2,-4.309194983354411
probe,p17_s21_circ_matched_probe,17,21,circ,point,4,8,1e-08,5,0,2,0,0,0,0,,,-1,2,-4.309194983353898
probe,p17_s21_circ_matched_probe,17,21,circ,point,5,10,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.309194983353865
probe,p17_s21_circ_matched_probe,17,21,circ,point,6,12,1e-08,5,0,1,0,0,0,0,,,-1,2,-4.309194983354202
probe,p17_s21_circ_matched_probe,17,21,circ,point,7,14,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.309194983353551
probe,p17_s21_circ_matched_probe,17,21,circ,point,8,16,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.309194983353765
probe,p17_s21_circ_matched_probe,17,21,circ,point,9,1,1e-08,5,0,2,0,0,0,0,,,-1,2,-4.309194983353691
probe,p17_s21_circ_matched_probe,17,21,circ,point,10,3,1e-08,5,0,4,0,0,0,0,,,-1,2,-4.309194983352866
probe,p17_s21_circ_matched_probe,17,21,circ,point,11,5,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.309194983354211
probe,p17_s21_circ_matched_probe,17,21,circ,point,12,7,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.309194983353819
probe,p17_s21_circ_matched_probe,17,21,circ,point,13,9,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.309194983354097
probe,p17_s21_circ_matched_probe,17,21,circ,point,14,11,1e-08,5,0,2,0,0,0,0,,,-1,2,-4.309194983354284
probe,p17_s21_circ_matched_probe,17,21,circ,point,15,13,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.3091949833537795
probe,p17_s21_circ_matched_probe,17,21,circ,point,16,15,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.30919498335361
probe,p17_s22_circ_matched_probe,17,22,circ,profile,-1,0,1e-08,5,0,2,0,0,0,0,,,-1,2,-4.276685102246789
probe,p17_s22_circ_matched_probe,17,22,circ,point,0,0,1e-08,5,0,1,0,0,0,0,,,-1,2,-4.2766851022464305
probe,p17_s22_circ_matched_probe,17,22,circ,point,1,2,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.27668510224726
probe,p17_s22_circ_matched_probe,17,22,circ,point,2,4,1e-08,5,0,2,0,0,0,0,,,-1,2,-4.276685102247225
probe,p17_s22_circ_matched_probe,17,22,circ,point,3,6,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.276685102246525
probe,p17_s22_circ_matched_probe,17,22,circ,point,4,8,1e-08,5,0,2,0,0,0,0,,,-1,2,-4.276685102247092
probe,p17_s22_circ_matched_probe,17,22,circ,point,5,10,1e-08,5,0,2,0,0,0,0,,,-1,2,-4.2766851022467876
probe,p17_s22_circ_matched_probe,17,22,circ,point,6,12,1e-08,5,0,4,0,0,0,0,,,-1,2,-4.27668510224703
probe,p17_s22_circ_matched_probe,17,22,circ,point,7,14,1e-08,5,0,4,0,0,0,0,,,-1,2,-4.276685102247164
probe,p17_s22_circ_matched_probe,17,22,circ,point,8,16,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.2766851022471215
probe,p17_s22_circ_matched_probe,17,22,circ,point,9,1,1e-08,5,0,1,0,0,0,0,,,-1,2,-4.276685102247172
probe,p17_s22_circ_matched_probe,17,22,circ,point,10,3,1e-08,5,0,2,0,0,0,0,,,-1,2,-4.276685102247892
probe,p17_s22_circ_matched_probe,17,22,circ,point,11,5,1e-08,5,0,0,0,0,0,0,,,-1,2,-4.276685102246839
probe,p17_s22_circ_matched_probe,17,22,circ,point,12,7,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.2766851022470735
probe,p17_s22_circ_matched_probe,17,22,circ,point,13,9,1e-08,5,0,4,0,0,0,0,,,-1,2,-4.276685102246703
probe,p17_s22_circ_matched_probe,17,22,circ,point,14,11,1e-08,5,0,5,0,0,0,0,,,-1,2,-4.27668510224637
probe,p17_s22_circ_matched_probe,17,22,circ,point,15,13,1e-08,5,0,2,0,0,0,0,,,-1,2,-4.276685102246681
probe,p17_s22_circ_matched_probe,17,22,circ,point,16,15,1e-08,5,0,4,0,0,0,0,,,-1,2,-4.276685102247754
probe,p17_s23_circ_matched_probe,17,23,circ,profile,-1,0,1e-08,5,0,2,1,0,0,0,5,,-1,2,-4.277235338915892
probe,p17_s23_circ_matched_probe,17,23,circ,point,0,0,1e-08,5,0,4,1,0,0,0,5,,-1,2,-4.277235338915628
probe,p17_s23_circ_matched_probe,17,23,circ,point,1,2,1e-08,5,0,4,1,0,0,0,5,,-1,2,-4.277235338916425
probe,p17_s23_circ_matched_probe,17,23,circ,point,2,4,1e-08,5,0,2,1,0,0,0,5,,-1,2,-4.277235338916136
probe,p17_s23_circ_matched_probe,17,23,circ,point,3,6,1e-08,5,0,3,1,0,0,0,5,,-1,2,-4.277235338915715
probe,p17_s23_circ_matched_probe,17,23,circ,point,4,8,1e-08,5,0,3,1,0,0,0,5,,-1,2,-4.277235338915736
probe,p17_s23_circ_matched_probe,17,23,circ,point,5,10,1e-08,5,0,4,1,0,0,0,5,,-1,2,-4.277235338916439
probe,p17_s23_circ_matched_probe,17,23,circ,point,6,12,1e-08,5,0,5,1,0,0,0,5,,-1,2,-4.277235338916366
probe,p17_s23_circ_matched_probe,17,23,circ,point,7,14,1e-08,5,0,3,1,0,0,0,5,,-1,2,-4.27723533891574
probe,p17_s23_circ_matched_probe,17,23,circ,point,8,16,1e-08,5,0,2,1,0,0,0,5,,-1,2,-4.277235338915471
probe,p17_s23_circ_matched_probe,17,23,circ,point,9,1,1e-08,5,0,4,1,0,0,0,5,,-1,2,-4.277235338916091
probe,p17_s23_circ_matched_probe,17,23,circ,point,10,3,1e-08,5,0,4,1,0,0,0,5,,-1,2,-4.277235338916121
probe,p17_s23_circ_matched_probe,17,23,circ,point,11,5,1e-08,5,0,3,1,0,0,0,5,,-1,2,-4.27723533891593
probe,p17_s23_circ_matched_probe,17,23,circ,point,12,7,1e-08,5,0,2,1,0,0,0,5,,-1,2,-4.277235338916814
probe,p17_s23_circ_matched_probe,17,23,circ,point,13,9,1e-08,5,0,1,1,0,0,0,5,,-1,2,-4.277235338916467
probe,p17_s23_circ_matched_probe,17,23,circ,point,14,11,1e-08,5,0,2,1,0,0,0,5,,-1,2,-4.277235338915937
probe,p17_s23_circ_matched_probe,17,23,circ,point,15,13,1e-08,5,0,2,1,0,0,0,5,,-1,2,-4.277235338916595
probe,p17_s23_circ_matched_probe,17,23,circ,point,16,15,1e-08,5,0,3,1,0,0,0,5,,-1,2,-4.277235338915698
probe,p17_s24_circ_matched_probe,17,24,circ,profile,-1,0,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.273481964870653
probe,p17_s24_circ_matched_probe,17,24,circ,point,0,0,1e-08,5,0,3,0,0,0,0,,,-1,2,-4.273481964871767
probe,p17_s24_circ_matched_probe,17,24,circ,point,1,2,1e-08,5,0,1,0,0,0,0,,,-1,2,-4.273481964870808
probe,p17_s24_circ_matched_probe,17,24,circ,point,2,4,1e-08,5,0,1,0,0,0,0,,,-1,2,-4.273481964871376
probe,p17_s24_circ_matched_probe,17,24,circ,point,3,6,1e-08,5,0,2,0,0,0,0,,,-1,2,-4.273481964871346
probe,p17_s24_circ_matched_probe,17,24,circ,point,4,8,1e-08,5,0,1,0,0,0,0,,,-1,2,-4.273481964871249
