phase,name,p,seed,variant,view,test_a,truth,rtol,horizon,initial_informative_step,raw_argmax_changes,leader_replacements,correctness_flips,correct_to_wrong,wrong_to_correct,last_leader_replacement,last_correctness_flip,final_correct_state,final_winner_count,final_normalized_correct_margin
intervention,p17_s114_phase_best_control0,17,114,phase_best_control0,point,5,10,1e-08,59,0,3,3,1,0,1,10,10,1,1,0.0624016089446115
intervention,p17_s114_phase_best_control0,17,114,phase_best_control0,point,6,12,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.2779660635381297
intervention,p17_s114_phase_best_control0,17,114,phase_best_control0,point,7,14,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.586870888415691
intervention,p17_s114_phase_best_control0,17,114,phase_best_control0,point,8,16,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.18464921976995377
intervention,p17_s114_phase_best_control0,17,114,phase_best_control0,point,9,1,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.18761415659088573
intervention,p17_s114_phase_best_control0,17,114,phase_best_control0,point,10,3,1e-08,59,0,5,5,0,0,0,7,,-1,1,-0.03350975285609475
intervention,p17_s114_phase_best_control0,17,114,phase_best_control0,point,11,5,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.5254246167029522
intervention,p17_s114_phase_best_control0,17,114,phase_best_control0,point,12,7,1e-08,59,0,5,5,1,0,1,9,9,1,1,0.6829602953337803
intervention,p17_s114_phase_best_control0,17,114,phase_best_control0,point,13,9,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.5009807157509533
intervention,p17_s114_phase_best_control0,17,114,phase_best_control0,point,14,11,1e-08,59,0,5,5,1,0,1,9,9,1,1,0.8756239762892688
intervention,p17_s114_phase_best_control0,17,114,phase_best_control0,point,15,13,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.9193781409875582
intervention,p17_s114_phase_best_control0,17,114,phase_best_control0,point,16,15,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.47894046475941515
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,profile,-1,0,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.09562592619889476
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,point,0,0,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.22786438397347328
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,point,1,2,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.1513194430522331
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,point,2,4,1e-08,59,0,3,3,0,0,0,7,,-1,1,-0.0598128819962202
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,point,3,6,1e-08,59,0,2,2,1,0,1,10,10,1,1,0.09050639075486937
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,point,4,8,1e-08,59,0,2,2,1,0,1,10,10,1,1,0.053751525418854015
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,point,5,10,1e-08,59,0,2,2,1,0,1,10,10,1,1,0.04707591704124527
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,point,6,12,1e-08,59,0,2,2,0,0,0,5,,-1,1,-0.0031779730610884942
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,point,7,14,1e-08,59,0,1,1,1,0,1,9,9,1,1,0.2320081130558243
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,point,8,16,1e-08,59,0,3,3,1,0,1,10,10,1,1,0.033947205459750905
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,point,9,1,1e-08,59,0,2,2,0,0,0,8,,-1,1,-0.10712213099157843
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,point,10,3,1e-08,59,0,1,1,0,0,0,1,,-1,1,-0.07770780558240482
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,point,11,5,1e-08,59,0,3,3,0,0,0,6,,-1,1,-0.19017815171189223
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,point,12,7,1e-08,59,0,2,2,0,0,0,3,,-1,1,-0.1080579893855502
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,point,13,9,1e-08,59,0,1,1,0,0,0,3,,-1,1,-0.10577273081170974
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,point,14,11,1e-08,59,0,2,2,0,0,0,4,,-1,1,-0.2043756475532448
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,point,15,13,1e-08,59,0,2,2,1,0,1,10,10,1,1,0.020795399582830915
intervention,p17_s114_phase_best_control1,17,114,phase_best_control1,point,16,15,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.16097094794866335
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,profile,-1,0,1e-08,59,0,5,5,1,0,1,9,9,1,1,1.5418362765765525
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,point,0,0,1e-08,59,0,5,5,1,0,1,9,9,1,1,1.1247707533809999
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,point,1,2,1e-08,59,0,4,4,1,0,1,9,9,1,1,1.2917571594915198
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,point,2,4,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.8565722942245423
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,point,3,6,1e-08,59,0,6,5,1,0,1,9,9,1,1,1.32507299293722
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,point,4,8,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.9985040331924228
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,point,5,10,1e-08,59,0,3,3,1,0,1,8,8,1,1,2.0822777980965954
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,point,6,12,1e-08,59,0,3,3,1,0,1,8,8,1,1,1.5525625026792138
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,point,7,14,1e-08,59,0,5,5,1,0,1,8,8,1,1,1.7209239014363404
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,point,8,16,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.7882052797743542
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,point,9,1,1e-08,59,0,5,5,1,0,1,9,9,1,1,1.2087261138475063
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,point,10,3,1e-08,59,0,4,4,1,0,1,9,9,1,1,1.4296825824567547
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,point,11,5,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.9331604929611382
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,point,12,7,1e-08,59,0,5,5,1,0,1,9,9,1,1,1.216867948355892
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,point,13,9,1e-08,59,0,3,3,1,0,1,8,8,1,1,1.6133728576293263
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,point,14,11,1e-08,59,0,4,4,1,0,1,9,9,1,1,1.2961373553653992
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,point,15,13,1e-08,59,0,3,3,1,0,1,9,9,1,1,1.4621365146448513
intervention,p17_s114_phase_best_control2,17,114,phase_best_control2,point,16,15,1e-08,59,0,4,4,1,0,1,9,9,1,1,1.132913244135318
intervention,p17_s114_phase_worst,17,114,phase_worst,profile,-1,0,1e-08,59,0,2,2,0,0,0,3,,-1,1,-1.0201435402525978
intervention,p17_s114_phase_worst,17,114,phase_worst,point,0,0,1e-08,59,0,3,3,0,0,0,8,,-1,1,-0.8904205364874759
intervention,p17_s114_phase_worst,17,114,phase_worst,point,1,2,1e-08,59,0,2,2,0,0,0,4,,-1,1,-0.6263004160508743
intervention,p17_s114_phase_worst,17,114,phase_worst,point,2,4,1e-08,59,0,2,2,0,0,0,2,,-1,1,-1.480508864392529
intervention,p17_s114_phase_worst,17,114,phase_worst,point,3,6,1e-08,59,0,2,2,0,0,0,4,,-1,1,-1.0243213159475641
intervention,p17_s114_phase_worst,17,114,phase_worst,point,4,8,1e-08,59,0,2,2,0,0,0,3,,-1,1,-1.700608393080803
intervention,p17_s114_phase_worst,17,114,phase_worst,point,5,10,1e-08,59,0,1,1,0,0,0,3,,-1,1,-0.49708680027600355
intervention,p17_s114_phase_worst,17,114,phase_worst,point,6,12,1e-08,59,0,2,2,0,0,0,3,,-1,1,-1.453373342532414
intervention,p17_s114_phase_worst,17,114,phase_worst,point,7,14,1e-08,59,0,1,1,0,0,0,4,,-1,1,-0.9428169126157626
intervention,p17_s114_phase_worst,17,114,phase_worst,point,8,16,1e-08,59,0,2,2,0,0,0,4,,-1,1,-1.2385035003555984
intervention,p17_s114_phase_worst,17,114,phase_worst,point,9,1,1e-08,59,0,4,4,0,0,0,7,,-1,1,-1.0721525068965516
intervention,p17_s114_phase_worst,17,114,phase_worst,point,10,3,1e-08,59,0,2,2,0,0,0,4,,-1,1,-1.4166425999760317
intervention,p17_s114_phase_worst,17,114,phase_worst,point,11,5,1e-08,59,0,3,3,0,0,0,5,,-1,1,-1.6068823124283413
intervention,p17_s114_phase_worst,17,114,phase_worst,point,12,7,1e-08,59,0,2,2,0,0,0,5,,-1,1,-1.3263138980635139
intervention,p17_s114_phase_worst,17,114,phase_worst,point,13,9,1e-08,59,0,3,3,0,0,0,4,,-1,1,-0.9577861121598217
intervention,p17_s114_phase_worst,17,114,phase_worst,point,14,11,1e-08,59,0,3,3,0,0,0,4,,-1,1,-1.3313581685291438
intervention,p17_s114_phase_worst,17,114,phase_worst,point,15,13,1e-08,59,0,3,3,0,0,0,7,,-1,1,-1.2710677668965396
intervention,p17_s114_phase_worst,17,114,phase_worst,point,16,15,1e-08,59,0,1,1,0,0,0,2,,-1,1,-0.525114525393229
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,profile,-1,0,1e-08,59,0,3,3,0,0,0,7,,-1,1,-0.25749171661770837
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,point,0,0,1e-08,59,0,1,1,0,0,0,2,,-1,1,-0.4109436221263909
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,point,1,2,1e-08,59,0,3,3,1,0,1,10,10,1,1,0.08141505524991038
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,point,2,4,1e-08,59,0,4,4,0,0,0,7,,-1,1,-0.548486763020254
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,point,3,6,1e-08,59,0,3,3,0,0,0,7,,-1,1,-0.8421812573211902
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,point,4,8,1e-08,59,0,2,2,0,0,0,4,,-1,1,-1.3602177748080255
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,point,5,10,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.15531902378708062
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,point,6,12,1e-08,59,0,5,5,0,0,0,7,,-1,1,-0.16917541659090654
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,point,7,14,1e-08,59,0,1,1,0,0,0,7,,-1,1,-0.24159530636456147
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,point,8,16,1e-08,59,0,2,2,0,0,0,8,,-1,1,-0.3183512852979951
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,point,9,1,1e-08,59,0,4,4,0,0,0,7,,-1,1,-0.8940607628604849
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,point,10,3,1e-08,59,0,2,2,0,0,0,7,,-1,1,-0.3681947915798996
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,point,11,5,1e-08,59,0,2,2,0,0,0,3,,-1,1,-1.0033604340684796
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,point,12,7,1e-08,59,0,2,2,0,0,0,7,,-1,1,-0.37554983644783974
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,point,13,9,1e-08,59,0,2,2,0,0,0,7,,-1,1,-0.16883706689094952
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,point,14,11,1e-08,59,0,2,2,0,0,0,7,,-1,1,-0.8936811998655458
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,point,15,13,1e-08,59,0,0,0,0,0,0,,,-1,1,-0.1144674327881476
intervention,p17_s114_phase_worst_control0,17,114,phase_worst_control0,point,16,15,1e-08,59,0,3,3,1,0,1,10,10,1,1,0.14526694130825626
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,profile,-1,0,1e-08,59,0,1,1,1,0,1,8,8,1,1,1.0903804538343365
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,point,0,0,1e-08,59,0,2,2,1,0,1,8,8,1,1,0.9620813204411267
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,point,1,2,1e-08,59,0,3,3,1,0,1,8,8,1,1,1.234352779454419
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,point,2,4,1e-08,59,0,3,3,1,0,1,8,8,1,1,1.0435562724388026
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,point,3,6,1e-08,59,0,2,2,1,0,1,8,8,1,1,0.9461916109759217
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,point,4,8,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.4282502534684081
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,point,5,10,1e-08,59,0,4,4,1,0,1,8,8,1,1,1.2274924395214897
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,point,6,12,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.6802321056820164
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,point,7,14,1e-08,59,0,3,3,1,0,1,8,8,1,1,0.9540459715715927
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,point,8,16,1e-08,59,0,1,1,1,0,1,8,8,1,1,0.9112826325329446
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,point,9,1,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.7623819104440389
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,point,10,3,1e-08,59,0,2,2,1,0,1,8,8,1,1,1.2555021483753168
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,point,11,5,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.9218023235682015
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,point,12,7,1e-08,59,0,3,3,1,0,1,8,8,1,1,0.9846358066928501
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,point,13,9,1e-08,59,0,2,2,1,0,1,8,8,1,1,1.0488121946521987
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,point,14,11,1e-08,59,0,5,5,1,0,1,8,8,1,1,0.8919677489128308
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,point,15,13,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.7395956559314485
intervention,p17_s114_phase_worst_control1,17,114,phase_worst_control1,point,16,15,1e-08,59,0,3,3,1,0,1,8,8,1,1,1.0312750342622152
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,profile,-1,0,1e-08,59,0,4,4,1,0,1,8,8,1,1,0.7122721011290212
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,point,0,0,1e-08,59,0,2,2,1,0,1,8,8,1,1,0.9599038700641072
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,point,1,2,1e-08,59,0,4,4,1,0,1,8,8,1,1,0.6295712209818443
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,point,2,4,1e-08,59,0,5,5,1,0,1,8,8,1,1,0.7426548651258407
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,point,3,6,1e-08,59,0,4,4,1,0,1,8,8,1,1,0.643479230203467
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,point,4,8,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.4314132914927704
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,point,5,10,1e-08,59,0,4,4,1,0,1,8,8,1,1,0.6903315722630253
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,point,6,12,1e-08,59,0,3,3,1,0,1,8,8,1,1,0.5222684848842992
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,point,7,14,1e-08,59,0,6,6,1,0,1,8,8,1,1,0.6550309800959436
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,point,8,16,1e-08,59,0,2,2,1,0,1,8,8,1,1,0.6934554730013424
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,point,9,1,1e-08,59,0,4,4,1,0,1,8,8,1,1,0.5815506911738639
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,point,10,3,1e-08,59,0,2,2,1,0,1,8,8,1,1,0.8716299062514148
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,point,11,5,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.3467483225974364
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,point,12,7,1e-08,59,0,3,3,1,0,1,8,8,1,1,0.6182572960022592
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,point,13,9,1e-08,59,0,4,4,1,0,1,8,8,1,1,0.6438260317402608
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,point,14,11,1e-08,59,0,4,4,1,0,1,8,8,1,1,0.6517010076733375
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,point,15,13,1e-08,59,0,2,2,1,0,1,8,8,1,1,0.8575405880269037
intervention,p17_s114_phase_worst_control2,17,114,phase_worst_control2,point,16,15,1e-08,59,0,4,4,1,0,1,8,8,1,1,0.6259684458049773
intervention,p17_s114_remove,17,114,remove,profile,-1,0,1e-08,59,0,5,5,0,0,0,9,,-1,1,-4.346970833532939
intervention,p17_s114_remove,17,114,remove,point,0,0,1e-08,59,0,1,1,0,0,0,6,,-1,1,-0.5156851406140833
intervention,p17_s114_remove,17,114,remove,point,1,2,1e-08,59,0,2,2,0,0,0,7,,-1,1,-2.3134252918574534
intervention,p17_s114_remove,17,114,remove,point,2,4,1e-08,59,0,3,3,0,0,0,6,,-1,1,-3.0648589525751664
intervention,p17_s114_remove,17,114,remove,point,3,6,1e-08,59,0,2,2,0,0,0,7,,-1,1,-2.474396249189876
intervention,p17_s114_remove,17,114,remove,point,4,8,1e-08,59,0,1,1,0,0,0,5,,-1,1,-3.188253551124574
intervention,p17_s114_remove,17,114,remove,point,5,10,1e-08,59,0,1,1,0,0,0,5,,-1,1,-2.360114254348389
intervention,p17_s114_remove,17,114,remove,point,6,12,1e-08,59,0,2,2,0,0,0,7,,-1,1,-3.1071354064762655
intervention,p17_s114_remove,17,114,remove,point,7,14,1e-08,59,0,2,2,0,0,0,5,,-1,1,-2.5968960800485767
intervention,p17_s114_remove,17,114,remove,point,8,16,1e-08,59,0,0,0,0,0,0,,,-1,1,-3.896394526013179
intervention,p17_s114_remove,17,114,remove,point,9,1,1e-08,59,0,0,0,0,0,0,,,-1,1,-3.1606769979970837
intervention,p17_s114_remove,17,114,remove,point,10,3,1e-08,59,0,3,3,0,0,0,6,,-1,1,-3.36705489282649
intervention,p17_s114_remove,17,114,remove,point,11,5,1e-08,59,0,0,0,0,0,0,,,-1,1,-4.400244410394368
intervention,p17_s114_remove,17,114,remove,point,12,7,1e-08,59,0,2,2,0,0,0,7,,-1,1,-3.221439777588074
intervention,p17_s114_remove,17,114,remove,point,13,9,1e-08,59,0,3,3,0,0,0,6,,-1,1,-2.309016128729306
intervention,p17_s114_remove,17,114,remove,point,14,11,1e-08,59,0,3,3,0,0,0,6,,-1,1,-2.7560599835690165
intervention,p17_s114_remove,17,114,remove,point,15,13,1e-08,59,0,3,3,0,0,0,7,,-1,1,-2.0865849925764386
intervention,p17_s114_remove,17,114,remove,point,16,15,1e-08,59,0,4,4,1,0,1,10,10,1,1,0.836645002747928
intervention,p17_s114_remove_control0,17,114,remove_control0,profile,-1,0,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.3597140963243164
intervention,p17_s114_remove_control0,17,114,remove_control0,point,0,0,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.43486483665552234
intervention,p17_s114_remove_control0,17,114,remove_control0,point,1,2,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.36165987714509523
intervention,p17_s114_remove_control0,17,114,remove_control0,point,2,4,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.12576257486839146
intervention,p17_s114_remove_control0,17,114,remove_control0,point,3,6,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.27460777222877036
intervention,p17_s114_remove_control0,17,114,remove_control0,point,4,8,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.08380972369658461
intervention,p17_s114_remove_control0,17,114,remove_control0,point,5,10,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.4668573558706301
intervention,p17_s114_remove_control0,17,114,remove_control0,point,6,12,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.29077053394410973
intervention,p17_s114_remove_control0,17,114,remove_control0,point,7,14,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.18023387186565726
intervention,p17_s114_remove_control0,17,114,remove_control0,point,8,16,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.2849707307566255
intervention,p17_s114_remove_control0,17,114,remove_control0,point,9,1,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.11436370364144886
intervention,p17_s114_remove_control0,17,114,remove_control0,point,10,3,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.38306633492494313
intervention,p17_s114_remove_control0,17,114,remove_control0,point,11,5,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.13727375221367688
intervention,p17_s114_remove_control0,17,114,remove_control0,point,12,7,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.1405348777723782
intervention,p17_s114_remove_control0,17,114,remove_control0,point,13,9,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.42816523515432425
intervention,p17_s114_remove_control0,17,114,remove_control0,point,14,11,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.14765932327637368
intervention,p17_s114_remove_control0,17,114,remove_control0,point,15,13,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.3595639409945031
intervention,p17_s114_remove_control0,17,114,remove_control0,point,16,15,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.4142793332942214
intervention,p17_s114_remove_control1,17,114,remove_control1,profile,-1,0,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.22266530273121357
intervention,p17_s114_remove_control1,17,114,remove_control1,point,0,0,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.4447763923971409
intervention,p17_s114_remove_control1,17,114,remove_control1,point,1,2,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.29463909940362537
intervention,p17_s114_remove_control1,17,114,remove_control1,point,2,4,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.20139956063966966
intervention,p17_s114_remove_control1,17,114,remove_control1,point,3,6,1e-08,59,0,4,4,1,0,1,10,10,1,1,0.013719541623582923
intervention,p17_s114_remove_control1,17,114,remove_control1,point,4,8,1e-08,59,0,2,2,0,0,0,4,,-1,1,-0.035073066182276874
intervention,p17_s114_remove_control1,17,114,remove_control1,point,5,10,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.4137164458823096
intervention,p17_s114_remove_control1,17,114,remove_control1,point,6,12,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.136691371003836
intervention,p17_s114_remove_control1,17,114,remove_control1,point,7,14,1e-08,59,0,3,3,0,0,0,6,,-1,1,-0.0011679621640419513
intervention,p17_s114_remove_control1,17,114,remove_control1,point,8,16,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.1733433821747371
intervention,p17_s114_remove_control1,17,114,remove_control1,point,9,1,1e-08,59,0,5,5,1,0,1,10,10,1,1,0.05902701892643164
intervention,p17_s114_remove_control1,17,114,remove_control1,point,10,3,1e-08,59,0,2,2,1,0,1,9,9,1,1,0.12254451690733906
intervention,p17_s114_remove_control1,17,114,remove_control1,point,11,5,1e-08,59,0,3,3,1,0,1,11,11,1,1,0.007155168016237879
intervention,p17_s114_remove_control1,17,114,remove_control1,point,12,7,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.09527102669854647
intervention,p17_s114_remove_control1,17,114,remove_control1,point,13,9,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.15365534884244378
intervention,p17_s114_remove_control1,17,114,remove_control1,point,14,11,1e-08,59,0,3,3,0,0,0,5,,-1,1,-0.037788816670347454
intervention,p17_s114_remove_control1,17,114,remove_control1,point,15,13,1e-08,59,0,5,5,1,0,1,9,9,1,1,0.2885688291378168
intervention,p17_s114_remove_control1,17,114,remove_control1,point,16,15,1e-08,59,0,4,4,1,0,1,9,9,1,1,0.2595876391633859
intervention,p17_s114_remove_control2,17,114,remove_control2,profile,-1,0,1e-08,59,0,2,2,0,0,0,3,,-1,1,-0.22607762288277583
intervention,p17_s114_remove_control2,17,114,remove_control2,point,0,0,1e-08,59,0,2,2,0,0,0,4,,-1,1,-0.08404920348005844
intervention,p17_s114_remove_control2,17,114,remove_control2,point,1,2,1e-08,59,0,2,2,0,0,0,5,,-1,1,-0.16531809453214685
intervention,p17_s114_remove_control2,17,114,remove_control2,point,2,4,1e-08,59,0,3,3,0,0,0,4,,-1,1,-0.4002851193263422
intervention,p17_s114_remove_control2,17,114,remove_control2,point,3,6,1e-08,59,0,2,2,0,0,0,3,,-1,1,-0.35815869691504565
intervention,p17_s114_remove_control2,17,114,remove_control2,point,4,8,1e-08,59,0,1,1,0,0,0,2,,-1,1,-0.8101911287843686
intervention,p17_s114_remove_control2,17,114,remove_control2,point,5,10,1e-08,59,0,1,1,0,0,0,4,,-1,1,-0.02106618157274151
intervention,p17_s114_remove_control2,17,114,remove_control2,point,6,12,1e-08,59,0,2,2,0,0,0,8,,-1,1,-0.3914174190844104
intervention,p17_s114_remove_control2,17,114,remove_control2,point,7,14,1e-08,59,0,1,1,0,0,0,5,,-1,1,-0.49093453286534433
intervention,p17_s114_remove_control2,17,114,remove_control2,point,8,16,1e-08,59,0,2,2,0,0,0,4,,-1,1,-0.4326546634813798
intervention,p17_s114_remove_control2,17,114,remove_control2,point,9,1,1e-08,59,0,2,2,0,0,0,6,,-1,1,-0.4167628455721346
intervention,p17_s114_remove_control2,17,114,remove_control2,point,10,3,1e-08,59,0,2,2,0,0,0,7,,-1,1,-0.23413455812818745
intervention,p17_s114_remove_control2,17,114,remove_control2,point,11,5,1e-08,59,0,2,2,0,0,0,4,,-1,1,-0.6105913483332583
intervention,p17_s114_remove_control2,17,114,remove_control2,point,12,7,1e-08,59,0,2,2,0,0,0,3,,-1,1,-0.35461962892949506
intervention,p17_s114_remove_control2,17,114,remove_control2,point,13,9,1e-08,59,0,2,2,0,0,0,4,,-1,1,-0.19691763724498237
intervention,p17_s114_remove_control2,17,114,remove_control2,point,14,11,1e-08,59,0,3,3,0,0,0,4,,-1,1,-0.40132768406494657
intervention,p17_s114_remove_control2,17,114,remove_control2,point,15,13,1e-08,59,0,3,3,0,0,0,5,,-1,1,-0.21421983231052472
intervention,p17_s114_remove_control2,17,114,remove_control2,point,16,15,1e-08,59,0,3,3,1,0,1,9,9,1,1,0.10181767733681858
intervention,p17_s115_phase_best,17,115,phase_best,profile,-1,0,1e-08,59,0,3,3,1,0,1,8,8,1,1,2.554947525191326
intervention,p17_s115_phase_best,17,115,phase_best,point,0,0,1e-08,59,0,5,5,1,0,1,8,8,1,1,2.519303964392364
intervention,p17_s115_phase_best,17,115,phase_best,point,1,2,1e-08,59,0,4,4,1,0,1,8,8,1,1,2.417786958636885
intervention,p17_s115_phase_best,17,115,phase_best,point,2,4,1e-08,59,0,4,4,1,0,1,8,8,1,1,1.9342090063773243
intervention,p17_s115_phase_best,17,115,phase_best,point,3,6,1e-08,59,0,4,4,1,0,1,8,8,1,1,1.617336483062461
