name,p,test_a,initial_state,final_state,ever_correct,ever_ambiguous,wrong_to_correct,correct_to_wrong,correctness_flips,first_correct_step
p17_s127_cross,17,3,-1,1,1,0,1,0,1,9
p17_s127_cross,17,4,-1,1,1,0,1,0,1,9
p17_s127_cross,17,5,-1,1,1,0,1,0,1,9
p17_s127_cross,17,6,-1,1,1,0,1,0,1,9
p17_s127_cross,17,7,-1,1,1,0,1,0,1,9
p17_s127_cross,17,8,-1,1,1,0,1,0,1,9
p17_s127_cross,17,9,-1,1,1,0,1,0,1,9
p17_s127_cross,17,10,-1,1,1,0,1,0,1,9
p17_s127_cross,17,11,-1,1,1,0,1,0,1,9
p17_s127_cross,17,12,-1,1,1,0,1,0,1,9
p17_s127_cross,17,13,-1,-1,0,0,0,0,0,
p17_s127_cross,17,14,-1,1,1,0,1,0,1,9
p17_s127_cross,17,15,-1,1,1,0,1,0,1,9
p17_s127_cross,17,16,-1,1,1,0,1,0,1,9
p17_s128_cross,17,0,-1,-1,0,0,0,0,0,
p17_s128_cross,17,1,-1,-1,0,0,0,0,0,
p17_s128_cross,17,2,-1,-1,0,0,0,0,0,
p17_s128_cross,17,3,-1,-1,0,0,0,0,0,
p17_s128_cross,17,4,-1,-1,0,0,0,0,0,
p17_s128_cross,17,5,-1,-1,0,0,0,0,0,
p17_s128_cross,17,6,-1,-1,0,0,0,0,0,
p17_s128_cross,17,7,-1,-1,0,0,0,0,0,
p17_s128_cross,17,8,-1,-1,0,0,0,0,0,
p17_s128_cross,17,9,-1,-1,0,0,0,0,0,
p17_s128_cross,17,10,-1,-1,0,0,0,0,0,
p17_s128_cross,17,11,-1,-1,0,0,0,0,0,
p17_s128_cross,17,12,-1,-1,0,0,0,0,0,
p17_s128_cross,17,13,-1,-1,0,0,0,0,0,
p17_s128_cross,17,14,-1,-1,0,0,0,0,0,
p17_s128_cross,17,15,-1,-1,0,0,0,0,0,
p17_s128_cross,17,16,-1,-1,0,0,0,0,0,
p17_s129_cross,17,0,-1,1,1,0,1,0,1,8
p17_s129_cross,17,1,-1,1,1,0,1,0,1,8
p17_s129_cross,17,2,-1,1,1,0,1,0,1,8
p17_s129_cross,17,3,-1,1,1,0,1,0,1,8
p17_s129_cross,17,4,-1,1,1,0,1,0,1,8
p17_s129_cross,17,5,-1,1,1,0,1,0,1,8
p17_s129_cross,17,6,-1,1,1,0,1,0,1,8
p17_s129_cross,17,7,-1,1,1,0,1,0,1,8
p17_s129_cross,17,8,-1,1,1,0,1,0,1,8
p17_s129_cross,17,9,-1,1,1,0,1,0,1,8
p17_s129_cross,17,10,-1,1,1,0,1,0,1,8
p17_s129_cross,17,11,-1,1,1,0,1,0,1,8
p17_s129_cross,17,12,-1,1,1,0,1,0,1,8
p17_s129_cross,17,13,-1,1,1,0,1,0,1,8
p17_s129_cross,17,14,-1,1,1,0,1,0,1,8
p17_s129_cross,17,15,-1,1,1,0,1,0,1,8
p17_s129_cross,17,16,-1,1,1,0,1,0,1,8
p17_s130_cross,17,0,-1,-1,0,0,0,0,0,
p17_s130_cross,17,1,-1,1,1,0,1,0,1,9
p17_s130_cross,17,2,-1,-1,0,0,0,0,0,
p17_s130_cross,17,3,-1,-1,0,0,0,0,0,
p17_s130_cross,17,4,-1,1,1,0,1,0,1,9
p17_s130_cross,17,5,-1,-1,0,0,0,0,0,
p17_s130_cross,17,6,-1,1,1,0,1,0,1,10
p17_s130_cross,17,7,-1,-1,0,0,0,0,0,
p17_s130_cross,17,8,-1,-1,0,0,0,0,0,
p17_s130_cross,17,9,-1,1,1,0,1,0,1,10
p17_s130_cross,17,10,-1,-1,0,0,0,0,0,
p17_s130_cross,17,11,-1,-1,0,0,0,0,0,
p17_s130_cross,17,12,-1,-1,0,0,0,0,0,
p17_s130_cross,17,13,-1,1,1,0,1,0,1,9
p17_s130_cross,17,14,-1,1,1,0,1,0,1,9
p17_s130_cross,17,15,-1,1,1,0,1,0,1,10
p17_s130_cross,17,16,-1,1,1,0,1,0,1,10
p17_s131_cross,17,0,-1,1,1,0,1,0,1,9
p17_s131_cross,17,1,-1,1,1,0,1,0,1,9
p17_s131_cross,17,2,-1,1,1,0,1,0,1,9
p17_s131_cross,17,3,-1,1,1,0,1,0,1,9
p17_s131_cross,17,4,-1,1,1,0,1,0,1,9
p17_s131_cross,17,5,-1,1,1,0,1,0,1,9
p17_s131_cross,17,6,-1,1,1,0,1,0,1,8
p17_s131_cross,17,7,-1,1,1,0,1,0,1,9
p17_s131_cross,17,8,-1,1,1,0,1,0,1,9
p17_s131_cross,17,9,-1,1,1,0,1,0,1,9
p17_s131_cross,17,10,-1,1,1,0,1,0,1,9
p17_s131_cross,17,11,-1,1,1,0,1,0,1,9
p17_s131_cross,17,12,-1,1,1,0,1,0,1,9
p17_s131_cross,17,13,-1,1,1,0,1,0,1,9
p17_s131_cross,17,14,-1,1,1,0,1,0,1,9
p17_s131_cross,17,15,-1,1,1,0,1,0,1,9
p17_s131_cross,17,16,-1,1,1,0,1,0,1,9
p17_s132_cross,17,0,-1,1,1,0,1,0,1,9
p17_s132_cross,17,1,-1,1,1,0,1,0,1,10
p17_s132_cross,17,2,-1,1,1,0,1,0,1,9
p17_s132_cross,17,3,-1,1,1,0,1,0,1,9
p17_s132_cross,17,4,-1,1,1,0,1,0,1,9
p17_s132_cross,17,5,-1,1,1,0,1,0,1,9
p17_s132_cross,17,6,-1,1,1,0,1,0,1,9
p17_s132_cross,17,7,-1,1,1,0,1,0,1,10
p17_s132_cross,17,8,-1,1,1,0,1,0,1,10
p17_s132_cross,17,9,-1,1,1,0,1,0,1,9
p17_s132_cross,17,10,-1,1,1,0,1,0,1,9
p17_s132_cross,17,11,-1,-1,0,0,0,0,0,
p17_s132_cross,17,12,-1,1,1,0,1,0,1,9
p17_s132_cross,17,13,-1,1,1,0,1,0,1,9
p17_s132_cross,17,14,-1,1,1,0,1,0,1,10
p17_s132_cross,17,15,-1,1,1,0,1,0,1,9
p17_s132_cross,17,16,-1,1,1,0,1,0,1,9
p17_s133_cross,17,0,-1,1,1,0,1,0,1,8
p17_s133_cross,17,1,-1,1,1,0,1,0,1,8
p17_s133_cross,17,2,-1,1,1,0,1,0,1,8
p17_s133_cross,17,3,-1,1,1,0,1,0,1,8
p17_s133_cross,17,4,-1,1,1,0,1,0,1,8
p17_s133_cross,17,5,-1,1,1,0,1,0,1,8
p17_s133_cross,17,6,-1,1,1,0,1,0,1,8
p17_s133_cross,17,7,-1,1,1,0,1,0,1,8
p17_s133_cross,17,8,-1,1,1,0,1,0,1,8
p17_s133_cross,17,9,-1,1,1,0,1,0,1,8
p17_s133_cross,17,10,-1,1,1,0,1,0,1,8
p17_s133_cross,17,11,-1,1,1,0,1,0,1,8
p17_s133_cross,17,12,-1,1,1,0,1,0,1,8
p17_s133_cross,17,13,-1,1,1,0,1,0,1,8
p17_s133_cross,17,14,-1,1,1,0,1,0,1,8
p17_s133_cross,17,15,-1,1,1,0,1,0,1,8
p17_s133_cross,17,16,-1,1,1,0,1,0,1,8
p17_s134_cross,17,0,-1,1,1,0,1,0,1,9
p17_s134_cross,17,1,-1,1,1,0,1,0,1,9
p17_s134_cross,17,2,-1,1,1,0,1,0,1,9
p17_s134_cross,17,3,-1,1,1,0,1,0,1,9
p17_s134_cross,17,4,-1,1,1,0,1,0,1,9
p17_s134_cross,17,5,-1,1,1,0,1,0,1,9
p17_s134_cross,17,6,-1,1,1,0,1,0,1,9
p17_s134_cross,17,7,-1,1,1,0,1,0,1,9
p17_s134_cross,17,8,-1,1,1,0,1,0,1,9
p17_s134_cross,17,9,-1,1,1,0,1,0,1,9
p17_s134_cross,17,10,-1,1,1,0,1,0,1,9
p17_s134_cross,17,11,-1,1,1,0,1,0,1,9
p17_s134_cross,17,12,-1,1,1,0,1,0,1,9
p17_s134_cross,17,13,-1,1,1,0,1,0,1,9
p17_s134_cross,17,14,-1,1,1,0,1,0,1,9
p17_s134_cross,17,15,-1,1,1,0,1,0,1,9
p17_s134_cross,17,16,-1,1,1,0,1,0,1,9
p17_s135_cross,17,0,-1,1,1,0,1,0,1,8
p17_s135_cross,17,1,-1,1,1,0,1,0,1,9
p17_s135_cross,17,2,-1,1,1,0,1,0,1,9
p17_s135_cross,17,3,-1,1,1,0,1,0,1,8
p17_s135_cross,17,4,-1,1,1,0,1,0,1,9
p17_s135_cross,17,5,-1,1,1,0,1,0,1,9
p17_s135_cross,17,6,-1,1,1,0,1,0,1,9
p17_s135_cross,17,7,-1,1,1,0,1,0,1,9
p17_s135_cross,17,8,-1,1,1,0,1,0,1,8
p17_s135_cross,17,9,-1,1,1,0,1,0,1,9
p17_s135_cross,17,10,-1,1,1,0,1,0,1,9
p17_s135_cross,17,11,-1,1,1,0,1,0,1,9
p17_s135_cross,17,12,-1,1,1,0,1,0,1,9
p17_s135_cross,17,13,-1,1,1,0,1,0,1,8
p17_s135_cross,17,14,-1,1,1,0,1,0,1,9
p17_s135_cross,17,15,-1,1,1,0,1,0,1,9
p17_s135_cross,17,16,-1,1,1,0,1,0,1,9
p17_s136_cross,17,0,-1,1,1,0,1,0,1,8
p17_s136_cross,17,1,-1,1,1,0,1,0,1,8
p17_s136_cross,17,2,-1,1,1,0,1,0,1,8
p17_s136_cross,17,3,-1,1,1,0,1,0,1,8
p17_s136_cross,17,4,-1,1,1,0,1,0,1,8
p17_s136_cross,17,5,-1,1,1,0,1,0,1,8
p17_s136_cross,17,6,-1,1,1,0,1,0,1,8
p17_s136_cross,17,7,-1,1,1,0,1,0,1,8
p17_s136_cross,17,8,-1,1,1,0,1,0,1,8
p17_s136_cross,17,9,-1,1,1,0,1,0,1,8
p17_s136_cross,17,10,-1,1,1,0,1,0,1,8
p17_s136_cross,17,11,-1,1,1,0,1,0,1,8
p17_s136_cross,17,12,-1,1,1,0,1,0,1,8
p17_s136_cross,17,13,-1,1,1,0,1,0,1,8
p17_s136_cross,17,14,-1,1,1,0,1,0,1,8
p17_s136_cross,17,15,-1,1,1,0,1,0,1,8
p17_s136_cross,17,16,-1,1,1,0,1,0,1,8
p17_s137_cross,17,0,-1,1,1,0,1,0,1,8
p17_s137_cross,17,1,-1,1,1,0,1,0,1,9
p17_s137_cross,17,2,-1,1,1,0,1,0,1,8
p17_s137_cross,17,3,-1,1,1,0,1,0,1,8
p17_s137_cross,17,4,-1,1,1,0,1,0,1,8
p17_s137_cross,17,5,-1,1,1,0,1,0,1,8
p17_s137_cross,17,6,-1,1,1,0,1,0,1,8
p17_s137_cross,17,7,-1,1,1,0,1,0,1,8
p17_s137_cross,17,8,-1,1,1,0,1,0,1,9
p17_s137_cross,17,9,-1,1,1,0,1,0,1,8
p17_s137_cross,17,10,-1,1,1,0,1,0,1,9
p17_s137_cross,17,11,-1,1,1,0,1,0,1,8
p17_s137_cross,17,12,-1,1,1,0,1,0,1,8
p17_s137_cross,17,13,-1,1,1,0,1,0,1,8
p17_s137_cross,17,14,-1,1,1,0,1,0,1,8
p17_s137_cross,17,15,-1,1,1,0,1,0,1,8
p17_s137_cross,17,16,-1,1,1,0,1,0,1,8
p17_s138_cross,17,0,-1,-1,0,0,0,0,0,
p17_s138_cross,17,1,-1,-1,0,0,0,0,0,
p17_s138_cross,17,2,-1,1,1,0,1,0,1,9
p17_s138_cross,17,3,-1,-1,0,0,0,0,0,
p17_s138_cross,17,4,-1,-1,0,0,0,0,0,
p17_s138_cross,17,5,-1,1,1,0,1,0,1,9
p17_s138_cross,17,6,-1,1,1,0,1,0,1,9
p17_s138_cross,17,7,-1,1,1,0,1,0,1,9
p17_s138_cross,17,8,-1,1,1,0,1,0,1,9
p17_s138_cross,17,9,-1,-1,0,0,0,0,0,
p17_s138_cross,17,10,-1,1,1,0,1,0,1,9
p17_s138_cross,17,11,-1,1,1,0,1,0,1,9
p17_s138_cross,17,12,-1,1,1,0,1,0,1,9
p17_s138_cross,17,13,-1,1,1,0,1,0,1,9
p17_s138_cross,17,14,-1,1,1,0,1,0,1,10
p17_s138_cross,17,15,-1,1,1,0,1,0,1,9
p17_s138_cross,17,16,-1,-1,0,0,0,0,0,
p17_s139_cross,17,0,-1,1,1,0,1,0,1,8
p17_s139_cross,17,1,-1,1,1,0,1,0,1,8
p17_s139_cross,17,2,-1,1,1,0,1,0,1,8
p17_s139_cross,17,3,-1,1,1,0,1,0,1,8
p17_s139_cross,17,4,-1,1,1,0,1,0,1,8
p17_s139_cross,17,5,-1,1,1,0,1,0,1,8
p17_s139_cross,17,6,-1,1,1,0,1,0,1,8
p17_s139_cross,17,7,-1,1,1,0,1,0,1,8
p17_s139_cross,17,8,-1,1,1,0,1,0,1,8
p17_s139_cross,17,9,-1,1,1,0,1,0,1,8
p17_s139_cross,17,10,-1,1,1,0,1,0,1,8
p17_s139_cross,17,11,-1,1,1,0,1,0,1,8
p17_s139_cross,17,12,-1,1,1,0,1,0,1,8
p17_s139_cross,17,13,-1,1,1,0,1,0,1,8
p17_s139_cross,17,14,-1,1,1,0,1,0,1,8
p17_s139_cross,17,15,-1,1,1,0,1,0,1,8
p17_s139_cross,17,16,-1,1,1,0,1,0,1,8
p17_s140_cross,17,0,-1,1,1,0,1,0,1,9
p17_s140_cross,17,1,-1,-1,0,0,0,0,0,
p17_s140_cross,17,2,-1,-1,0,0,0,0,0,
p17_s140_cross,17,3,-1,1,1,0,1,0,1,10
p17_s140_cross,17,4,-1,-1,0,0,0,0,0,
p17_s140_cross,17,5,-1,-1,0,0,0,0,0,
p17_s140_cross,17,6,-1,-1,0,0,0,0,0,
p17_s140_cross,17,7,-1,1,1,0,1,0,1,9
p17_s140_cross,17,8,-1,1,1,0,1,0,1,9
p17_s140_cross,17,9,-1,1,1,0,1,0,1,9
p17_s140_cross,17,10,-1,1,1,0,1,0,1,9
p17_s140_cross,17,11,-1,1,1,0,1,0,1,9
p17_s140_cross,17,12,-1,1,1,0,1,0,1,9
p17_s140_cross,17,13,-1,1,1,0,1,0,1,9
p17_s140_cross,17,14,-1,1,1,0,1,0,1,9
p17_s140_cross,17,15,-1,1,1,0,1,0,1,10
p17_s140_cross,17,16,-1,1,1,0,1,0,1,9
p17_s141_cross,17,0,-1,-1,0,0,0,0,0,
p17_s141_cross,17,1,-1,1,1,0,1,0,1,9
p17_s141_cross,17,2,-1,1,1,0,1,0,1,9
p17_s141_cross,17,3,-1,1,1,0,1,0,1,9
p17_s141_cross,17,4,-1,1,1,0,1,0,1,9
p17_s141_cross,17,5,-1,1,1,0,1,0,1,9
p17_s141_cross,17,6,-1,1,1,0,1,0,1,9
p17_s141_cross,17,7,-1,1,1,0,1,0,1,9
p17_s141_cross,17,8,-1,1,1,0,1,0,1,9
p17_s141_cross,17,9,-1,1,1,0,1,0,1,10
p17_s141_cross,17,10,-1,1,1,0,1,0,1,9
p17_s141_cross,17,11,-1,1,1,0,1,0,1,9
p17_s141_cross,17,12,-1,1,1,0,1,0,1,9
p17_s141_cross,17,13,-1,1,1,0,1,0,1,9
p17_s141_cross,17,14,-1,1,1,0,1,0,1,9
p17_s141_cross,17,15,-1,1,1,0,1,0,1,9
p17_s141_cross,17,16,-1,1,1,0,1,0,1,9
p17_s142_cross,17,0,-1,1,1,0,1,0,1,9
p17_s142_cross,17,1,-1,1,1,0,1,0,1,9
p17_s142_cross,17,2,-1,1,1,0,1,0,1,9
p17_s142_cross,17,3,-1,1,1,0,1,0,1,9
p17_s142_cross,17,4,-1,1,1,0,1,0,1,8
p17_s142_cross,17,5,-1,1,1,0,1,0,1,9
p17_s142_cross,17,6,-1,1,1,0,1,0,1,9
p17_s142_cross,17,7,-1,1,1,0,1,0,1,9
p17_s142_cross,17,8,-1,1,1,0,1,0,1,9
p17_s142_cross,17,9,-1,1,1,0,1,0,1,9
p17_s142_cross,17,10,-1,1,1,0,1,0,1,9
p17_s142_cross,17,11,-1,1,1,0,1,0,1,9
p17_s142_cross,17,12,-1,1,1,0,1,0,1,9
p17_s142_cross,17,13,-1,1,1,0,1,0,1,9
p17_s142_cross,17,14,-1,1,1,0,1,0,1,9
p17_s142_cross,17,15,-1,1,1,0,1,0,1,9
p17_s142_cross,17,16,-1,1,1,0,1,0,1,8
p17_s143_cross,17,0,-1,-1,0,0,0,0,0,
p17_s143_cross,17,1,-1,-1,0,0,0,0,0,
p17_s143_cross,17,2,-1,-1,0,0,0,0,0,
p17_s143_cross,17,3,-1,-1,0,0,0,0,0,
p17_s143_cross,17,4,-1,-1,0,0,0,0,0,
p17_s143_cross,17,5,-1,-1,0,0,0,0,0,
p17_s143_cross,17,6,-1,-1,0,0,0,0,0,
p17_s143_cross,17,7,-1,-1,0,0,0,0,0,
p17_s143_cross,17,8,-1,-1,0,0,0,0,0,
p17_s143_cross,17,9,-1,-1,0,0,0,0,0,
p17_s143_cross,17,10,-1,-1,0,0,0,0,0,
p17_s143_cross,17,11,-1,-1,0,0,0,0,0,
p17_s143_cross,17,12,-1,-1,0,0,0,0,0,
p17_s143_cross,17,13,-1,-1,0,0,0,0,0,
p17_s143_cross,17,14,-1,-1,0,0,0,0,0,
p17_s143_cross,17,15,-1,-1,0,0,0,0,0,
p17_s143_cross,17,16,-1,-1,0,0,0,0,0,
p17_s144_cross,17,0,-1,1,1,0,1,0,1,9
p17_s144_cross,17,1,-1,1,1,0,1,0,1,9
p17_s144_cross,17,2,-1,1,1,0,1,0,1,9
p17_s144_cross,17,3,-1,1,1,0,1,0,1,9
p17_s144_cross,17,4,-1,1,1,0,1,0,1,9
p17_s144_cross,17,5,-1,1,1,0,1,0,1,9
p17_s144_cross,17,6,-1,1,1,0,1,0,1,9
p17_s144_cross,17,7,-1,1,1,0,1,0,1,9
p17_s144_cross,17,8,-1,1,1,0,1,0,1,9
p17_s144_cross,17,9,-1,1,1,0,1,0,1,9
p17_s144_cross,17,10,-1,1,1,0,1,0,1,9
p17_s144_cross,17,11,-1,1,1,0,1,0,1,8
p17_s144_cross,17,12,-1,1,1,0,1,0,1,9
p17_s144_cross,17,13,-1,1,1,0,1,0,1,9
p17_s144_cross,17,14,-1,1,1,0,1,0,1,9
p17_s144_cross,17,15,-1,1,1,0,1,0,1,9
p17_s144_cross,17,16,-1,1,1,0,1,0,1,9
p17_s145_cross,17,0,-1,-1,0,0,0,0,0,
p17_s145_cross,17,1,-1,-1,0,0,0,0,0,
p17_s145_cross,17,2,-1,-1,0,0,0,0,0,
p17_s145_cross,17,3,-1,-1,0,0,0,0,0,
p17_s145_cross,17,4,-1,-1,0,0,0,0,0,
p17_s145_cross,17,5,-1,-1,0,0,0,0,0,
p17_s145_cross,17,6,-1,-1,0,0,0,0,0,
p17_s145_cross,17,7,-1,-1,0,0,0,0,0,
p17_s145_cross,17,8,-1,-1,0,0,0,0,0,
p17_s145_cross,17,9,-1,-1,0,0,0,0,0,
p17_s145_cross,17,10,-1,-1,0,0,0,0,0,
p17_s145_cross,17,11,-1,-1,0,0,0,0,0,
p17_s145_cross,17,12,-1,-1,0,0,0,0,0,
p17_s145_cross,17,13,-1,-1,0,0,0,0,0,
p17_s145_cross,17,14,-1,-1,0,0,0,0,0,
p17_s145_cross,17,15,-1,-1,0,0,0,0,0,
p17_s145_cross,17,16,-1,-1,0,0,0,0,0,
p17_s146_cross,17,0,-1,1,1,0,1,0,1,9
p17_s146_cross,17,1,-1,1,1,0,1,0,1,8
p17_s146_cross,17,2,-1,1,1,0,1,0,1,8
p17_s146_cross,17,3,-1,1,1,0,1,0,1,9
p17_s146_cross,17,4,-1,1,1,0,1,0,1,9
p17_s146_cross,17,5,-1,1,1,0,1,0,1,8
p17_s146_cross,17,6,-1,1,1,0,1,0,1,9
p17_s146_cross,17,7,-1,1,1,0,1,0,1,9
p17_s146_cross,17,8,-1,1,1,0,1,0,1,9
p17_s146_cross,17,9,-1,1,1,0,1,0,1,8
p17_s146_cross,17,10,-1,1,1,0,1,0,1,9
p17_s146_cross,17,11,-1,1,1,0,1,0,1,9
p17_s146_cross,17,12,-1,1,1,0,1,0,1,8
p17_s146_cross,17,13,-1,1,1,0,1,0,1,9
p17_s146_cross,17,14,-1,1,1,0,1,0,1,9
p17_s146_cross,17,15,-1,1,1,0,1,0,1,8
p17_s146_cross,17,16,-1,1,1,0,1,0,1,8
p17_s147_cross,17,0,-1,-1,0,0,0,0,0,
p17_s147_cross,17,1,-1,-1,0,0,0,0,0,
p17_s147_cross,17,2,-1,1,1,0,1,0,1,10
p17_s147_cross,17,3,-1,-1,0,0,0,0,0,
p17_s147_cross,17,4,-1,-1,0,0,0,0,0,
p17_s147_cross,17,5,-1,-1,0,0,0,0,0,
p17_s147_cross,17,6,-1,-1,0,0,0,0,0,
p17_s147_cross,17,7,-1,-1,0,0,0,0,0,
p17_s147_cross,17,8,-1,1,1,0,1,0,1,10
p17_s147_cross,17,9,-1,-1,0,0,0,0,0,
p17_s147_cross,17,10,-1,-1,0,0,0,0,0,
p17_s147_cross,17,11,-1,1,1,0,1,0,1,9
p17_s147_cross,17,12,-1,1,1,0,1,0,1,9
p17_s147_cross,17,13,-1,1,1,0,1,0,1,10
p17_s147_cross,17,14,-1,-1,0,0,0,0,0,
p17_s147_cross,17,15,-1,-1,0,0,0,0,0,
p17_s147_cross,17,16,-1,-1,0,0,0,0,0,
p17_s148_cross,17,0,-1,1,1,0,1,0,1,9
p17_s148_cross,17,1,-1,1,1,0,1,0,1,8
p17_s148_cross,17,2,-1,1,1,0,1,0,1,8
p17_s148_cross,17,3,-1,1,1,0,1,0,1,8
p17_s148_cross,17,4,-1,1,1,0,1,0,1,9
p17_s148_cross,17,5,-1,1,1,0,1,0,1,8
p17_s148_cross,17,6,-1,1,1,0,1,0,1,8
p17_s148_cross,17,7,-1,1,1,0,1,0,1,9
p17_s148_cross,17,8,-1,1,1,0,1,0,1,8
p17_s148_cross,17,9,-1,1,1,0,1,0,1,8
p17_s148_cross,17,10,-1,1,1,0,1,0,1,8
p17_s148_cross,17,11,-1,1,1,0,1,0,1,9
p17_s148_cross,17,12,-1,1,1,0,1,0,1,9
p17_s148_cross,17,13,-1,1,1,0,1,0,1,9
p17_s148_cross,17,14,-1,1,1,0,1,0,1,8
p17_s148_cross,17,15,-1,1,1,0,1,0,1,9
p17_s148_cross,17,16,-1,1,1,0,1,0,1,9
p17_s149_cross,17,0,-1,1,1,0,1,0,1,9
p17_s149_cross,17,1,-1,1,1,0,1,0,1,9
p17_s149_cross,17,2,-1,1,1,0,1,0,1,9
p17_s149_cross,17,3,-1,1,1,0,1,0,1,9
p17_s149_cross,17,4,-1,1,1,0,1,0,1,9
p17_s149_cross,17,5,-1,1,1,0,1,0,1,9
p17_s149_cross,17,6,-1,1,1,0,1,0,1,9
p17_s149_cross,17,7,-1,1,1,0,1,0,1,9
p17_s149_cross,17,8,-1,1,1,0,1,0,1,9
p17_s149_cross,17,9,-1,1,1,0,1,0,1,9
p17_s149_cross,17,10,-1,1,1,0,1,0,1,9
p17_s149_cross,17,11,-1,1,1,0,1,0,1,9
p17_s149_cross,17,12,-1,1,1,0,1,0,1,9
p17_s149_cross,17,13,-1,1,1,0,1,0,1,9
p17_s149_cross,17,14,-1,1,1,0,1,0,1,9
p17_s149_cross,17,15,-1,1,1,0,1,0,1,9
p17_s149_cross,17,16,-1,1,1,0,1,0,1,9
p23_s100_cross,23,0,-1,1,1,0,1,0,1,8
p23_s100_cross,23,1,-1,1,1,0,1,0,1,8
p23_s100_cross,23,2,-1,1,1,0,1,0,1,8
p23_s100_cross,23,3,-1,1,1,0,1,0,1,8
p23_s100_cross,23,4,-1,1,1,0,1,0,1,8
p23_s100_cross,23,5,-1,1,1,0,1,0,1,8
p23_s100_cross,23,6,-1,1,1,0,1,0,1,8
p23_s100_cross,23,7,-1,1,1,0,1,0,1,8
p23_s100_cross,23,8,-1,1,1,0,1,0,1,8
p23_s100_cross,23,9,-1,1,1,0,1,0,1,8
p23_s100_cross,23,10,-1,1,1,0,1,0,1,8
p23_s100_cross,23,11,-1,1,1,0,1,0,1,8
p23_s100_cross,23,12,-1,1,1,0,1,0,1,8
p23_s100_cross,23,13,-1,1,1,0,1,0,1,8
p23_s100_cross,23,14,-1,1,1,0,1,0,1,8
p23_s100_cross,23,15,-1,1,1,0,1,0,1,8
p23_s100_cross,23,16,-1,1,1,0,1,0,1,8
p23_s100_cross,23,17,-1,1,1,0,1,0,1,8
p23_s100_cross,23,18,-1,1,1,0,1,0,1,8
p23_s100_cross,23,19,-1,1,1,0,1,0,1,8
p23_s100_cross,23,20,-1,1,1,0,1,0,1,8
p23_s100_cross,23,21,-1,1,1,0,1,0,1,8
p23_s100_cross,23,22,-1,1,1,0,1,0,1,8
p23_s101_cross,23,0,-1,1,1,0,1,0,1,9
p23_s101_cross,23,1,-1,1,1,0,1,0,1,9
p23_s101_cross,23,2,-1,1,1,0,1,0,1,8
p23_s101_cross,23,3,-1,1,1,0,1,0,1,8
p23_s101_cross,23,4,-1,1,1,0,1,0,1,9
p23_s101_cross,23,5,-1,1,1,0,1,0,1,9
p23_s101_cross,23,6,-1,1,1,0,1,0,1,8
p23_s101_cross,23,7,-1,1,1,0,1,0,1,9
p23_s101_cross,23,8,-1,1,1,0,1,0,1,9
p23_s101_cross,23,9,-1,1,1,0,1,0,1,9
p23_s101_cross,23,10,-1,1,1,0,1,0,1,9
p23_s101_cross,23,11,-1,1,1,0,1,0,1,9
p23_s101_cross,23,12,-1,1,1,0,1,0,1,9
p23_s101_cross,23,13,-1,1,1,0,1,0,1,9
p23_s101_cross,23,14,-1,1,1,0,1,0,1,9
p23_s101_cross,23,15,-1,1,1,0,1,0,1,9
p23_s101_cross,23,16,-1,1,1,0,1,0,1,9
p23_s101_cross,23,17,-1,1,1,0,1,0,1,9
p23_s101_cross,23,18,-1,1,1,0,1,0,1,8
p23_s101_cross,23,19,-1,1,1,0,1,0,1,9
p23_s101_cross,23,20,-1,1,1,0,1,0,1,9
p23_s101_cross,23,21,-1,1,1,0,1,0,1,9
p23_s101_cross,23,22,-1,1,1,0,1,0,1,9
p23_s102_cross,23,0,-1,1,1,0,1,0,1,9
p23_s102_cross,23,1,-1,1,1,0,1,0,1,9
p23_s102_cross,23,2,-1,-1,0,0,0,0,0,
p23_s102_cross,23,3,-1,-1,0,0,0,0,0,
p23_s102_cross,23,4,-1,-1,0,0,0,0,0,
p23_s102_cross,23,5,-1,-1,0,0,0,0,0,
p23_s102_cross,23,6,-1,-1,0,0,0,0,0,
p23_s102_cross,23,7,-1,1,1,0,1,0,1,11
p23_s102_cross,23,8,-1,-1,0,0,0,0,0,
p23_s102_cross,23,9,-1,1,1,0,1,0,1,10
p23_s102_cross,23,10,-1,1,1,0,1,0,1,10
p23_s102_cross,23,11,-1,1,1,0,1,0,1,10
p23_s102_cross,23,12,-1,-1,0,0,0,0,0,
p23_s102_cross,23,13,-1,-1,0,0,0,0,0,
p23_s102_cross,23,14,-1,-1,0,0,0,0,0,
p23_s102_cross,23,15,-1,1,1,0,1,0,1,10
p23_s102_cross,23,16,-1,-1,0,0,0,0,0,
p23_s102_cross,23,17,-1,-1,0,0,0,0,0,
p23_s102_cross,23,18,-1,-1,0,0,0,0,0,
p23_s102_cross,23,19,-1,1,1,0,1,0,1,10
p23_s102_cross,23,20,-1,-1,0,0,0,0,0,
p23_s102_cross,23,21,-1,-1,0,0,0,0,0,
p23_s102_cross,23,22,-1,-1,0,0,0,0,0,
p23_s103_cross,23,0,-1,1,1,0,1,0,1,9
p23_s103_cross,23,1,-1,1,1,0,1,0,1,9
p23_s103_cross,23,2,-1,1,1,0,1,0,1,9
p23_s103_cross,23,3,-1,1,1,0,1,0,1,9
p23_s103_cross,23,4,-1,1,1,0,1,0,1,9
p23_s103_cross,23,5,-1,1,1,0,1,0,1,9
p23_s103_cross,23,6,-1,1,1,0,1,0,1,9
