phase,name,p,seed,variant,view,test_a,truth,rtol,event,previous_step,step,old_classes,new_classes,previous_margin,current_margin,previous_tolerance,current_tolerance,current_normalized_margin
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,3,6,1e-08,leader_group_replaced,7,8,0,14,6.971609257917788e-05,-0.00013339192264368027,1.841630675707262e-11,1.185423062942808e-11,-0.11252684953887716
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,3,6,1e-08,leader_group_replaced,8,9,14,6,0.00013339192264368027,-0.0005829278281967304,1.185423062942808e-11,1.2405335402173305e-11,-0.46990090094186937
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,4,8,1e-08,wrong_to_correct,8,9,8,8,-0.0002463730045502849,0.0005970581278820913,1.2065870706082108e-11,1.2639319732281826e-11,0.472381536766696
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,4,8,1e-08,leader_group_replaced,1,2,6,7,9.153053876706507e-06,-1.4891843924946802e-05,3.1040727580602575e-10,3.097611413798672e-10,-0.00048075248750083184
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,4,8,1e-08,leader_group_replaced,3,4,7,6,3.570910797670579e-05,-1.2645576011605097e-06,3.0709759000986384e-10,2.954635766523785e-10,-4.2799102870412304e-05
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,4,8,1e-08,leader_group_replaced,4,5,6,14,1.2645576011605097e-06,-0.0005673937357320163,2.954635766523785e-10,2.4649362523699724e-10,-0.023018596735979762
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,4,8,1e-08,leader_group_replaced,7,8,14,0,0.00017369123338939474,-0.0002140168035956319,1.8455170281796298e-11,1.2065870706082108e-11,-0.17737369213458531
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,4,8,1e-08,leader_group_replaced,8,9,0,8,8.374214492931631e-05,-0.0005970581278820913,1.2065870706082108e-11,1.2639319732281826e-11,-0.472381536766696
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,5,10,1e-08,wrong_to_correct,8,9,10,10,-0.00038846182036596233,0.0004573990639775566,1.1766969410743296e-11,1.2363359932465161e-11,0.3699633970668964
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,5,10,1e-08,leader_group_replaced,1,2,5,1,2.6600326489503723e-05,-7.290508443613675e-06,3.1050471978489535e-10,3.0981778381518e-10,-0.00023531600910174947
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,5,10,1e-08,leader_group_replaced,2,3,1,16,2.08182047606309e-06,-3.780364367905742e-06,3.0981778381518e-10,3.0708493952504124e-10,-0.0001231048443389218
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,5,10,1e-08,leader_group_replaced,7,8,16,1,0.0001463891275448742,-0.00015291349066377802,1.8324599228770847e-11,1.1766969410743296e-11,-0.12995146441374048
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,5,10,1e-08,leader_group_replaced,8,9,1,10,0.00015291349066377802,-0.0004573990639775566,1.1766969410743296e-11,1.2363359932465161e-11,-0.3699633970668964
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,6,12,1e-08,wrong_to_correct,8,9,12,12,-0.00039033656846616804,0.0004638167249363251,1.1821508179035866e-11,1.2366496852514901e-11,0.37505910563669564
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,6,12,1e-08,leader_group_replaced,1,2,6,3,1.547038997076755e-05,-1.1124171541573857e-05,3.1039267003545214e-10,3.097311387787387e-10,-0.0003591557369864767
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,6,12,1e-08,leader_group_replaced,4,5,3,6,4.176223426130554e-05,-0.00038397724156291613,2.9541431969703903e-10,2.4645802573440443e-10,-0.01557982299090188
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,6,12,1e-08,leader_group_replaced,7,8,6,4,1.4376259509257805e-05,-0.00028174969270733374,1.8444884681879645e-11,1.1821508179035866e-11,-0.2383365036341011
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,6,12,1e-08,leader_group_replaced,8,9,4,12,0.00024689582530319776,-0.0004638167249363251,1.1821508179035866e-11,1.2366496852514901e-11,-0.37505910563669564
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,7,14,1e-08,wrong_to_correct,8,9,14,14,-0.00025531952830004645,0.0005924527676062913,1.2634191121830036e-11,1.3225550643671783e-11,0.44796075684740627
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,7,14,1e-08,leader_group_replaced,2,3,8,6,1.4645181761696602e-05,-1.1941767665918368e-05,3.096729250131294e-10,3.0686374373731076e-10,-0.0003891553795335646
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,7,14,1e-08,leader_group_replaced,4,5,6,8,3.5254953904356734e-05,-0.000240125234472241,2.9495389850173856e-10,2.455387410901712e-10,-0.009779525357428539
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,7,14,1e-08,leader_group_replaced,6,7,8,6,0.00027308477926810126,-0.00022447354112048457,1.1252650815421606e-10,1.826028426075978e-11,-0.12292992700166466
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,7,14,1e-08,leader_group_replaced,8,9,6,14,0.00025531952830004645,-0.0005924527676062913,1.2634191121830036e-11,1.3225550643671783e-11,-0.44796075684740627
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,8,16,1e-08,wrong_to_correct,8,9,16,16,-0.0005723838826426353,0.00027222127997181267,1.2094574621494264e-11,1.2648532800253226e-11,0.21521964979713912
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,8,16,1e-08,leader_group_replaced,1,2,4,14,2.9753974457202848e-05,-2.7234215550633878e-05,3.1045473036570624e-10,3.0979987593193907e-10,-0.000879090589326674
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,8,16,1e-08,leader_group_replaced,2,3,14,8,1.151850533329113e-06,-4.214499356822166e-06,3.0979987593193907e-10,3.071182477906415e-10,-0.0001372272532531227
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,8,16,1e-08,leader_group_replaced,3,4,8,14,4.214499356822166e-06,-1.3365370872958637e-06,3.071182477906415e-10,2.9545807560383367e-10,-4.5236099387852425e-05
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,8,16,1e-08,leader_group_replaced,5,6,14,10,4.2566252931142134e-05,-0.000444297843099295,2.4647050393679907e-10,1.1362407184848265e-10,-0.03910243981502131
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,8,16,1e-08,leader_group_replaced,6,7,10,8,0.00013932002970146184,-0.00022623799649967857,1.1362407184848265e-10,1.8622705354461068e-11,-0.12148503248776542
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,8,16,1e-08,leader_group_replaced,8,9,8,16,0.000501225258184898,-0.00027222127997181267,1.2094574621494264e-11,1.2648532800253226e-11,-0.21521964979713912
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,9,1,1e-08,wrong_to_correct,8,9,1,1,-0.0003347147504601383,0.0005656375256373886,1.2155691471674225e-11,1.2687792868501598e-11,0.44581238951466995
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,9,1,1e-08,leader_group_replaced,8,9,7,1,0.0001176611650019338,-0.0005656375256373886,1.2155691471674225e-11,1.2687792868501598e-11,-0.44581238951466995
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,10,3,1e-08,wrong_to_correct,8,9,3,3,-0.00041412858483878823,0.00046420601954764995,1.2968757277934666e-11,1.3541694340926527e-11,0.3427975908042013
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,10,3,1e-08,leader_group_replaced,2,3,7,9,5.2251315794518693e-05,-8.101641918105418e-05,3.0965374437792125e-10,3.0691659308366875e-10,-0.0026396884693349974
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,10,3,1e-08,leader_group_replaced,7,8,9,11,0.00010309575693244477,-0.0001831431013051138,1.8776005517767746e-11,1.2968757277934666e-11,-0.14121869765942613
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,10,3,1e-08,leader_group_replaced,8,9,11,3,0.0001831431013051138,-0.00046420601954764995,1.2968757277934666e-11,1.3541694340926527e-11,-0.3427975908042013
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,11,5,1e-08,wrong_to_correct,8,9,5,5,-0.0003431910088239204,0.0004953981166168492,1.3406514994204933e-11,1.4037891950849722e-11,0.35290064801137216
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,11,5,1e-08,leader_group_replaced,0,1,4,12,4.360804865613521e-06,-4.301671962617104e-05,3.101261066722435e-10,3.104031216419005e-10,-0.0013858339889956932
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,11,5,1e-08,leader_group_replaced,2,3,12,14,6.256490414506544e-05,-5.943003949127057e-06,3.0970738433239115e-10,3.0693332878103107e-10,-0.0001936252401369826
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,11,5,1e-08,leader_group_replaced,5,6,14,11,6.049040193327471e-05,-0.0003361506932223618,2.456473161891247e-10,1.1247380706340118e-10,-0.029887020098188246
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,11,5,1e-08,leader_group_replaced,6,7,11,14,0.0003361506932223618,-0.0001457006380675835,1.1247380706340118e-10,1.8406188854106338e-11,-0.07915850436092768
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,11,5,1e-08,leader_group_replaced,8,9,14,5,0.0003431910088239204,-0.0004953981166168492,1.3406514994204933e-11,1.4037891950849722e-11,-0.35290064801137216
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,12,7,1e-08,wrong_to_correct,8,9,7,7,-0.00047354636183306875,0.00036404795494636433,1.326257697701375e-11,1.3771841883377946e-11,0.2643422412406255
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,12,7,1e-08,leader_group_replaced,4,5,16,1,0.00015323241534320742,-0.00019604332776561317,2.954372385145563e-10,2.462727904123518e-10,-0.007960413630647709
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,12,7,1e-08,leader_group_replaced,6,7,1,16,0.00038670464391643566,-1.193177995373329e-05,1.1327692948486423e-10,1.901375752499158e-11,-0.006275340336096231
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,12,7,1e-08,leader_group_replaced,8,9,16,7,0.0002898328479144091,-0.00036404795494636433,1.326257697701375e-11,1.3771841883377946e-11,-0.2643422412406255
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,13,9,1e-08,wrong_to_correct,8,9,9,9,-6.911277388196857e-05,0.000767368543238639,1.275679557866109e-11,1.3354324428988632e-11,0.5746217619012529
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,13,9,1e-08,leader_group_replaced,0,1,14,16,4.687034244499344e-06,-2.1518368204992422e-05,3.1012154257018235e-10,3.10368835846597e-10,-0.0006933160072691093
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,13,9,1e-08,leader_group_replaced,3,4,16,3,5.2973643220557975e-05,-5.026128947048514e-05,3.06831462689677e-10,2.9492408392772624e-10,-0.0017042110905666867
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,13,9,1e-08,leader_group_replaced,6,7,3,15,0.00024486981948372566,-7.204283668699185e-05,1.1252169355746928e-10,1.8303622610831453e-11,-0.03935987876211968
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,13,9,1e-08,leader_group_replaced,7,8,15,1,7.204283668699185e-05,-0.00013259012878817644,1.8303622610831453e-11,1.275679557866109e-11,-0.10393686092294711
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,13,9,1e-08,leader_group_replaced,8,9,1,9,6.911277388196857e-05,-0.000767368543238639,1.275679557866109e-11,1.3354324428988632e-11,-0.5746217619012529
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,14,11,1e-08,wrong_to_correct,7,8,11,11,-0.007199201614940115,8.926284616903035e-05,1.8516143587910908e-11,1.4034279021521153e-11,0.06360344270777887
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,14,11,1e-08,leader_group_replaced,4,5,13,5,0.00015049541942417644,-0.00025256713982964307,2.9462472162836443e-10,2.4491852881862234e-10,-0.0103122920527048
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,14,11,1e-08,leader_group_replaced,7,8,5,11,3.507665885198186e-05,-0.0003179427959803943,1.8516143587910908e-11,1.4034279021521153e-11,-0.2265472957270113
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,15,13,1e-08,wrong_to_correct,8,9,13,13,-0.0001239298449439291,0.0007062786735612531,1.3544560972426238e-11,1.4195195437406486e-11,0.4975476925806192
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,15,13,1e-08,leader_group_replaced,1,2,8,15,1.1152519707791075e-05,-4.238550854387957e-05,3.1040405281905203e-10,3.0968114476559417e-10,-0.001368682248186672
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,15,13,1e-08,leader_group_replaced,3,4,15,2,3.3232472739772034e-05,-1.4029043493138382e-05,3.068659382828905e-10,2.9491612905686555e-10,-0.0004756960407015688
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,15,13,1e-08,leader_group_replaced,6,7,2,4,0.0002143650383682888,-0.00022733131890897984,1.1209731019482459e-10,1.8209099518540483e-11,-0.12484489893501399
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,15,13,1e-08,leader_group_replaced,8,9,4,13,0.0001239298449439291,-0.0007062786735612531,1.3544560972426238e-11,1.4195195437406486e-11,-0.4975476925806192
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,16,15,1e-08,wrong_to_correct,8,9,15,15,-0.00015682134813781168,0.0007058726091453832,1.3243044179131339e-11,1.3768984047341708e-11,0.5126540975851168
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,16,15,1e-08,leader_group_replaced,1,2,0,13,3.3384425614790825e-06,-3.881066481442597e-06,3.1033954626901187e-10,3.0961123948387323e-10,-0.0001253528937745411
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,16,15,1e-08,leader_group_replaced,2,3,13,4,3.881066481442597e-06,-1.244165323127655e-07,3.0961123948387323e-10,3.0681962056466496e-10,-4.055038334373522e-06
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,16,15,1e-08,leader_group_replaced,7,8,4,6,0.00023464517008665864,-0.00011036419365430261,1.8895102913306645e-11,1.3243044179131339e-11,-0.08333748053805995
intervention,p17_s113_phase_best_control1,17,113,phase_best_control1,point,16,15,1e-08,leader_group_replaced,8,9,6,15,0.00011036419365430261,-0.0007058726091453832,1.3243044179131339e-11,1.3768984047341708e-11,-0.5126540975851168
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,profile,-1,0,1e-08,wrong_to_correct,7,8,0,0,-0.006178160299837893,0.0011252246724308412,1.4406886526518936e-11,1.0844530137787873e-11,1.0375965192903882
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,profile,-1,0,1e-08,leader_group_replaced,0,1,4,10,1.8258278362826008e-07,-7.772394906568891e-07,3.101531249742714e-10,3.104184282540976e-10,-2.503844552748873e-05
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,profile,-1,0,1e-08,leader_group_replaced,7,8,10,0,6.422501947586645e-06,-0.0011252246724308412,1.4406886526518936e-11,1.0844530137787873e-11,-1.0375965192903882
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,0,0,1e-08,wrong_to_correct,7,8,0,0,-0.00618647703651834,0.0010793975865736327,1.422113827451655e-11,1.0988503420995121e-11,0.9822971748011544
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,0,0,1e-08,leader_group_replaced,0,1,6,3,2.4494302428984538e-05,-2.5457148761787174e-06,3.102912360047591e-10,3.105752797929779e-10,-8.196772382771838e-05
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,0,0,1e-08,leader_group_replaced,2,3,3,5,4.371523667780208e-05,-1.1705059304728538e-05,3.098909518694903e-10,3.071293732083438e-10,-0.0003811116853609541
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,0,0,1e-08,leader_group_replaced,4,5,5,15,7.283982932330957e-05,-4.977473291903345e-05,2.952145443306123e-10,2.4544336715859665e-10,-0.002027951844666098
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,0,0,1e-08,leader_group_replaced,6,7,15,3,6.643707471272464e-05,-0.0005507190037615101,1.1105118116478649e-10,1.422113827451655e-11,-0.38725381409754406
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,0,0,1e-08,leader_group_replaced,7,8,3,0,0.00016216215770664677,-0.0010793975865736327,1.422113827451655e-11,1.0988503420995121e-11,-0.9822971748011544
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,1,2,1e-08,wrong_to_correct,7,8,2,2,-0.006536410313098831,0.0008496490681115798,1.441127270104527e-11,1.1435284786608179e-11,0.743006478602615
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,1,2,1e-08,leader_group_replaced,0,1,5,12,1.04766513328719e-05,-6.459536652902997e-06,3.1016803513241694e-10,3.104233276494286e-10,-0.00020808799073882643
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,1,2,1e-08,leader_group_replaced,7,8,12,2,0.0003901019339827283,-0.0008496490681115798,1.441127270104527e-11,1.1435284786608179e-11,-0.743006478602615
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,2,4,1e-08,wrong_to_correct,7,8,4,4,-0.006917243850493665,0.0004120219997212349,1.559178132638142e-11,1.0852027775223022e-11,0.3796728208362583
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,2,4,1e-08,leader_group_replaced,1,2,1,0,1.0783396220112595e-05,-2.725279520911228e-05,3.1047901979435305e-10,3.0980973786616717e-10,-0.000879662317808908
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,2,4,1e-08,leader_group_replaced,2,3,0,6,8.667660910427477e-06,-3.027328094665216e-06,3.0980973786616717e-10,3.0710740506597e-10,-9.857554864282458e-05
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,2,4,1e-08,leader_group_replaced,6,7,6,11,0.00019634074850964633,-0.00043711590055944827,1.1223369281314237e-10,1.559178132638142e-11,-0.2803501995117419
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,2,4,1e-08,leader_group_replaced,7,8,11,4,0.0003382473815772419,-0.0004120219997212349,1.559178132638142e-11,1.0852027775223022e-11,-0.3796728208362583
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,3,6,1e-08,wrong_to_correct,7,8,6,6,-0.0063772667102906105,0.000981605054275525,1.4799233088543768e-11,1.1129983127122604e-11,0.8819465789516394
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,3,6,1e-08,leader_group_replaced,7,8,16,6,2.239799026639011e-05,-0.0010313445094512208,1.4799233088543768e-11,1.1129983127122604e-11,-0.926636184144738
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,4,8,1e-08,wrong_to_correct,7,8,8,8,-0.0061137826488946445,0.0011235533086302457,1.4193055364670959e-11,1.0755948967640822e-11,1.0445878016067631
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,4,8,1e-08,leader_group_replaced,1,2,12,4,7.571673380987742e-06,-5.305589051621262e-05,3.103099474175469e-10,3.0959114907629306e-10,-0.0017137405469927686
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,4,8,1e-08,leader_group_replaced,2,3,4,10,9.989804585025519e-06,-1.4408903665732997e-05,3.0959114907629306e-10,3.0678937200687496e-10,-0.00046966762803667475
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,4,8,1e-08,leader_group_replaced,6,7,10,15,0.0002709180691836677,-0.00018214206942408773,1.1102028909953367e-10,1.4193055364670959e-11,-0.12833182478627664
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,4,8,1e-08,leader_group_replaced,7,8,15,8,1.8250892524010465e-05,-0.0011428015313901113,1.4193055364670959e-11,1.0755948967640822e-11,-1.062483221915816
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,5,10,1e-08,wrong_to_correct,7,8,10,10,-0.006568214366575939,0.0007657933500537922,1.5356136660696748e-11,1.0601202165186962e-11,0.7223646319740633
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,5,10,1e-08,leader_group_replaced,0,1,5,8,1.0782873655246217e-05,-8.517472393221315e-07,3.102502731930002e-10,3.1054283372917007e-10,-2.7427689413852497e-05
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,5,10,1e-08,leader_group_replaced,6,7,8,3,0.00046251112210243805,-9.838053867412822e-05,1.1239450186756944e-10,1.5356136660696748e-11,-0.0640659436991911
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,5,10,1e-08,leader_group_replaced,7,8,3,10,7.695654475715907e-05,-0.0007657933500537922,1.5356136660696748e-11,1.0601202165186962e-11,-0.7223646319740633
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,6,12,1e-08,wrong_to_correct,7,8,12,12,-0.005767103763065495,0.0014936887276494615,1.3609311333123047e-11,1.1557365894009915e-11,1.2924127706501252
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,6,12,1e-08,leader_group_replaced,4,5,6,14,5.850760572735647e-05,-0.00037552683448742463,2.942561911070308e-10,2.440006790663539e-10,-0.015390401203977932
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,6,12,1e-08,leader_group_replaced,6,7,14,5,9.545902825265629e-05,-0.00039076556787738526,1.095875669438618e-10,1.3609311333123047e-11,-0.2871310372085616
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,6,12,1e-08,leader_group_replaced,7,8,5,12,0.00012538255795520314,-0.0014936887276494615,1.3609311333123047e-11,1.1557365894009915e-11,-1.2924127706501252
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,7,14,1e-08,wrong_to_correct,7,8,14,14,-0.006409075086993801,0.0009366633983357714,1.4915741674193412e-11,1.1031296195633648e-11,0.8490964087307499
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,7,14,1e-08,leader_group_replaced,0,1,8,4,2.7903401252221682e-06,-1.4540042326649516e-05,3.1015863243399605e-10,3.1041593054168063e-10,-0.0004684051588872039
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,7,14,1e-08,leader_group_replaced,1,2,4,9,5.713881842048241e-06,-5.532725458071153e-06,3.1041593054168063e-10,3.097036137282495e-10,-0.00017864581531573158
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,7,14,1e-08,leader_group_replaced,4,5,9,4,0.0001102983267563945,-1.1222604833216465e-05,2.949966985682431e-10,2.4533419448666184e-10,-0.00045744152610681463
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,7,14,1e-08,leader_group_replaced,5,6,4,12,1.1222604833216465e-05,-0.00012354650652739163,2.4533419448666184e-10,1.1132968602362749e-10,-0.011097355156572649
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,7,14,1e-08,leader_group_replaced,6,7,12,4,0.00012354650652739163,-0.00034556810033462004,1.1132968602362749e-10,1.4915741674193412e-11,-0.23168013222735512
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,7,14,1e-08,leader_group_replaced,7,8,4,14,0.00017835006962557687,-0.0009366633983357714,1.4915741674193412e-11,1.1031296195633648e-11,-0.8490964087307499
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,8,16,1e-08,wrong_to_correct,7,8,16,16,-0.00640571861457695,0.0008912456298101751,1.483046355184442e-11,1.040319353620349e-11,0.8567038830034336
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,8,16,1e-08,leader_group_replaced,0,1,4,2,6.807431305697054e-06,-1.337245712540458e-05,3.1019755539118383e-10,3.105161602739834e-10,-0.00043065253394881014
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,8,16,1e-08,leader_group_replaced,1,2,2,5,3.5208456960339474e-06,-4.2497285092146786e-05,3.105161602739834e-10,3.0989862900207606e-10,-0.0013713285931272092
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,8,16,1e-08,leader_group_replaced,4,5,5,1,0.00011765062283428107,-0.0002719704052621119,2.956145443278286e-10,2.463248555797711e-10,-0.011041127157954859
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,8,16,1e-08,leader_group_replaced,6,7,1,13,0.00028587289200546206,-0.0003148551824761481,1.1219594195535566e-10,1.483046355184442e-11,-0.21230299469431657
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,8,16,1e-08,leader_group_replaced,7,8,13,16,4.256011334372034e-06,-0.0008912456298101751,1.483046355184442e-11,1.040319353620349e-11,-0.8567038830034336
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,9,1,1e-08,wrong_to_correct,7,8,1,1,-0.006192150958390957,0.001061646964695434,1.4497260174144901e-11,1.0985764753789224e-11,0.9663842149261839
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,9,1,1e-08,leader_group_replaced,3,4,10,8,1.5071940874356038e-05,-0.00013806000154560627,3.0695469492778645e-10,2.950924999837676e-10,-0.004678533054998032
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,9,1,1e-08,leader_group_replaced,6,7,8,11,8.581563090795385e-05,-7.086542760022241e-05,1.1129268710627484e-10,1.4497260174144901e-11,-0.04888194510477722
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,9,1,1e-08,leader_group_replaced,7,8,11,1,9.861874957814432e-06,-0.001061646964695434,1.4497260174144901e-11,1.0985764753789224e-11,-0.9663842149261839
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,10,3,1e-08,wrong_to_correct,7,8,3,3,-0.006337905549672174,0.0009382673126883817,1.4303492337034357e-11,1.0880775480251156e-11,0.8623165824819723
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,10,3,1e-08,leader_group_replaced,1,2,7,16,1.1296779862848827e-05,-5.003922937525662e-05,3.1036685174109154e-10,3.0967816581273623e-10,-0.0016158462203472094
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,10,3,1e-08,leader_group_replaced,3,4,16,13,1.0688202295952576e-05,-0.00010600466502919126,3.069156024239935e-10,2.950186427053348e-10,-0.0035931514041663104
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,10,3,1e-08,leader_group_replaced,6,7,13,6,0.00021630012299546364,-6.24295496601951e-05,1.1108621695063476e-10,1.4303492337034357e-11,-0.04364636844566524
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,10,3,1e-08,leader_group_replaced,7,8,6,3,6.24295496601951e-05,-0.0009382673126883817,1.4303492337034357e-11,1.0880775480251156e-11,-0.8623165824819723
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,11,5,1e-08,wrong_to_correct,7,8,5,5,-0.0062961082050354555,0.000979071908885576,1.4460401719918036e-11,1.0829598458674892e-11,0.9040703703111953
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,11,5,1e-08,leader_group_replaced,2,3,9,0,4.319703879096526e-05,-1.8690007095534256e-05,3.097738532405826e-10,3.070442193719955e-10,-0.0006087073429931802
intervention,p17_s113_phase_best_control2,17,113,phase_best_control2,point,11,5,1e-08,leader_group_replaced,5,6,0,12,2.5961677266872485e-05,-0.00043113910233161246,2.455776204990648e-10,1.1132386256140975e-10,-0.03872836357018987
