p,seed,actual_acc,predicted_acc,accuracy_error_pp,error_test_quanta,observed_profile_margin,predicted_profile_margin,observed_normalized_profile_margin,predicted_normalized_profile_margin,mean_pointwise_margin,profile_rms,profile_margin_error
17,149,1.0,0.9294623405937834,7.053765940621659,1.199140209905682,0.0005218963091402351,0.0005525153702004299,0.6448855441435629,0.6763742084620131,0.00040229144886543244,0.0008092851729733482,3.0619061060194836e-05
23,100,1.0,1.0,0.0,0.0,0.00259095391335748,0.0024666666478251587,1.5763361483039708,1.5261462883960164,0.0024620367750019935,0.0016436557114706582,-0.00012428726553232123
23,101,1.0,1.0,0.0,0.0,0.0017048149000579438,0.0016570362749964715,1.5612574600477576,1.5765043791365962,0.0016305650053902623,0.001091949882504193,-4.7778625061472256e-05
23,102,0.34782608695652173,0.17647058823529413,17.13554987212276,3.9411764705882346,4.701120016072785e-05,-3.983328954569468e-05,0.03461290724917367,-0.030245133068455436,-7.523195326754872e-05,0.0013581985420149927,-8.684448970642253e-05
23,103,1.0,0.9656862745098039,3.4313725490196068,0.7892156862745096,0.0005512167669600027,0.0004832374078936139,0.9596819318053124,0.8902628650424336,0.000446858816237222,0.000574374434582797,-6.797935906638873e-05
23,104,0.9565217391304348,0.9199519252449049,3.6569813885529934,0.8411057193671885,0.00031723707267339307,0.00025525002490424853,0.7765282018516152,0.6566907897763448,0.00023248526561960085,0.0004085325837708765,-6.198704776914454e-05
23,105,0.0,0.008747456573107323,0.8747456573107323,0.20119150118146842,-0.0005867883358715228,-0.0006683212471026083,-0.48010481302220503,-0.559808737505784,-0.0006974361769941131,0.0012222088176491238,-8.153291123108542e-05
23,106,1.0,0.9656862745098039,3.4313725490196068,0.7892156862745096,0.0019942884183057896,0.002131801284714981,1.2344402089770052,1.3033803250700495,0.001849166960541295,0.0016155407153810061,0.00013751286640919158
23,107,1.0,0.9656862745098039,3.4313725490196068,0.7892156862745096,0.0013660794583864391,0.0013029902280019905,0.8028334374106854,0.7586514858606215,0.00120658536242995,0.001701572698307567,-6.308923038444861e-05
23,108,1.0,0.8529411764705883,14.705882352941169,3.382352941176469,0.0008496350916298301,0.0006878903497464354,0.3750276171737052,0.30219360587724886,0.0006576104645884781,0.0022655267311588317,-0.00016174474188339468
23,109,1.0,1.0,0.0,0.0,0.0035125362981295594,0.0033325354072272096,1.5850897313936807,1.5469733781212378,0.003335942739262154,0.002215985775796543,-0.00018000089090234976
23,110,1.0,1.0,0.0,0.0,0.0027784912297920197,0.0028222443369002176,1.415039463881674,1.442319238385721,0.0026986178296070436,0.001963543279683653,4.375310710819785e-05
23,111,1.0,0.8529411764705883,14.705882352941169,3.382352941176469,0.0004217500464139129,0.0003197864530833734,0.5379008840931155,0.4269815690524314,0.0002989070788832651,0.0007840664681653584,-0.00010196359333053948
23,112,1.0,0.8529411764705883,14.705882352941169,3.382352941176469,0.0008239456963641048,0.0007605396791073634,0.4109786059434025,0.38930601509243573,0.0007163842410562642,0.002004838413602419,-6.34060172567414e-05
23,113,1.0,0.9656862745098039,3.4313725490196068,0.7892156862745096,0.0006533772309350733,0.0005897118265537464,0.908514688873386,0.826099214375265,0.000580483815826661,0.0007191707948556133,-6.36654043813269e-05
23,114,1.0,1.0,0.0,0.0,0.0036241211237567073,0.0034588137406501565,1.5777774631808543,1.5582304272501186,0.003494873393607101,0.0022969786350290193,-0.00016530738310655078
23,115,1.0,0.962574646145,3.742535385500001,0.8607831386650002,0.0005800770555441509,0.0005024090536307223,0.8328102106074176,0.7449057446676547,0.0004539130889846327,0.0006965297112784754,-7.766800191342865e-05
23,116,1.0,1.0,0.0,0.0,0.00361055635598357,0.003289457184963939,1.666039113689473,1.5601531346217086,0.003431716131856019,0.0021671498143809656,-0.0003210991710196308
23,117,1.0,0.9656862745098039,3.4313725490196068,0.7892156862745096,0.001624930882221258,0.0016304413785452297,1.1708014557955757,1.2053726156429379,0.0015199774082776951,0.0013878791097992743,5.510496323971742e-06
