phase,run,p,seed,kind,iteration,acc,mse,mean_margin,min_margin,relative_residual,symmetry_defect,elapsed_s
discovery,p17_s31_cross,17,31,cross,31,0.1764705882352941,0.05523212893276162,-0.00019047697104954456,-0.0004009687515184879,3.7108504754902637e-14,0.12003086783787716,0.5251114460000004
discovery,p17_s31_cross,17,31,cross,32,0.1764705882352941,0.055232128834173305,-0.0001904754279751288,-0.00040096828811779506,3.667982956994245e-14,0.12003086778234122,0.5382673899999997
discovery,p17_s31_cross,17,31,cross,33,0.1764705882352941,0.05523212975381359,-0.00019048494817043,-0.00040098108825885326,3.481270548993093e-14,0.12003086694066899,0.5534755929999999
discovery,p17_s31_cross,17,31,cross,34,0.1764705882352941,0.05523212926970126,-0.00019048065640332978,-0.0004009795206864897,3.511556105972197e-14,0.1200308667949828,0.5678179239999999
discovery,p17_s31_cross,17,31,cross,35,0.1764705882352941,0.05523212884275075,-0.0001904758649409787,-0.00040096392348033805,3.467074000477157e-14,0.1200308669604884,0.5824813520000003
discovery,p17_s31_cross,17,31,cross,36,0.1764705882352941,0.05523212923049,-0.0001904800519109096,-0.0004009796429625817,3.5036087479366096e-14,0.12003086650445087,0.5967371509999992
discovery,p17_s31_cross,17,31,cross,37,0.1764705882352941,0.05523212867815012,-0.00019047445579623747,-0.0004009691509605784,3.3347992516945524e-14,0.12003086656270957,0.6102242229999995
discovery,p17_s31_cross,17,31,cross,38,0.1764705882352941,0.05523212918782246,-0.00019047929550660033,-0.0004009638756604095,3.8007937525581405e-14,0.12003086610022447,0.623130208000001
discovery,p17_s31_cross,17,31,cross,39,0.1764705882352941,0.05523212895378005,-0.00019047603991590296,-0.00040096681893363184,3.567192923660953e-14,0.12003086608045747,0.6363555640000005
discovery,p17_s31_cross,17,31,cross,40,0.1764705882352941,0.05523212934815199,-0.00019047972482885128,-0.0004009627192081422,3.461216672074699e-14,0.12003086564045183,0.6489888609999994
discovery,p17_s31_cross,17,31,cross,41,0.1764705882352941,0.05523212949193518,-0.00019048278979301366,-0.0004009772591312133,3.3502260849391735e-14,0.12003086514210663,0.6633253420000003
discovery,p17_s31_cross,17,31,cross,42,0.1764705882352941,0.05523212908673904,-0.00019047859756234238,-0.0004009767929740726,3.69113271969345e-14,0.12003086505544001,0.6756118170000001
discovery,p17_s31_cross,17,31,cross,43,0.1764705882352941,0.055232129100770744,-0.0001904785732923585,-0.000400963868948806,3.481091813805371e-14,0.12003086490213498,0.688700571
discovery,p17_s31_cross,17,31,cross,44,0.1764705882352941,0.05523212905894977,-0.00019047844666308036,-0.0004009664658377876,3.51110671583779e-14,0.1200308646508109,0.7010718130000004
discovery,p17_s31_cross,17,31,cross,45,0.1764705882352941,0.05523212910822673,-0.0001904777344256675,-0.00040097008775641374,3.418717818420254e-14,0.12003086443135035,0.7137655269999996
discovery,p17_s31_cross,17,31,cross,46,0.1764705882352941,0.055232129250649076,-0.00019047898776775613,-0.00040096678328908897,3.728714662276285e-14,0.1200308642503653,0.727485874000001
discovery,p17_s31_cross,17,31,cross,47,0.1764705882352941,0.05523212938639175,-0.00019048052210974127,-0.00040096726997546073,3.620648652227288e-14,0.12003086387432692,0.7404952490000003
discovery,p17_s31_cross,17,31,cross,48,0.1764705882352941,0.055232129103404096,-0.0001904779934193388,-0.00040097304784350585,3.648601217841573e-14,0.12003086358736567,0.7672078920000001
discovery,p17_s31_cross,17,31,cross,49,0.1764705882352941,0.055232129345086464,-0.00019048095703044123,-0.0004009832845468658,3.472511902423175e-14,0.12003086320018651,0.7918307129999995
discovery,p17_s31_cross,17,31,cross,50,0.1764705882352941,0.05523212957355277,-0.00019048187223168854,-0.00040096533403610746,3.521022009599484e-14,0.12003086283611579,0.8122778060000009
discovery,p17_s31_cross,17,31,cross,51,0.1764705882352941,0.05523212892888653,-0.000190476680141541,-0.0004009684038204786,3.7833634641672944e-14,0.12003086291161676,0.8360576870000003
discovery,p17_s31_cross,17,31,cross,52,0.1764705882352941,0.055232129155698806,-0.00019047871832220364,-0.00040097522359347493,3.440825229365655e-14,0.12003086256881902,0.8485695760000009
discovery,p17_s31_cross,17,31,cross,53,0.1764705882352941,0.05523212897181161,-0.0001904769101595873,-0.0004009623521162575,3.4519206663035766e-14,0.1200308625458953,0.86182683
discovery,p17_s31_cross,17,31,cross,54,0.1764705882352941,0.05523212971105701,-0.0001904851251047395,-0.0004009792376739596,3.685755089618538e-14,0.12003086177791927,0.8853956020000009
discovery,p17_s31_cross,17,31,cross,55,0.1764705882352941,0.05523212978879569,-0.00019048419788027563,-0.0004009899609117712,3.384725483661884e-14,0.12003086142372545,0.9013098789999994
discovery,p17_s31_cross,17,31,cross,56,0.1764705882352941,0.05523212951809103,-0.00019048178617089278,-0.0004009891720744563,3.8198623692758556e-14,0.12003086112676824,0.913673149000001
discovery,p17_s31_cross,17,31,cross,57,0.1764705882352941,0.055232129457523364,-0.00019048138895934482,-0.00040098438059452124,3.6284421459230495e-14,0.1200308608893569,0.9323630719999993
discovery,p17_s31_cross,17,31,cross,58,0.1764705882352941,0.05523212922457309,-0.00019047889781992263,-0.0004009695101299948,3.809323322207155e-14,0.12003086071358958,0.9452520139999994
discovery,p17_s31_cross,17,31,cross,59,0.1764705882352941,0.05523212917576481,-0.0001904794630678838,-0.0004009674090833665,3.432084554323807e-14,0.1200308605061182,0.9577795790000003
discovery,p17_s32_cross,17,32,cross,0,0.0,0.07091847529980548,-0.13184590939837595,-0.13189936628554821,5.6362937647394265e-14,0.019999000074993754,0.029474850000001496
discovery,p17_s32_cross,17,32,cross,1,0.0,0.07093230455359838,-0.1319730417979869,-0.13204228316924718,7.837592942918857e-14,0.022367061484673635,0.05610101900000153
discovery,p17_s32_cross,17,32,cross,2,0.0,0.07089440733237909,-0.1317040268352163,-0.1317880799474616,7.123646942792836e-14,0.027951342372222115,0.07167395400000132
discovery,p17_s32_cross,17,32,cross,3,0.0,0.07074626866935732,-0.13061822670471515,-0.1307883188007194,6.856391624727961e-14,0.04113927839007021,0.08866942400000077
discovery,p17_s32_cross,17,32,cross,4,0.0,0.07011771139441456,-0.12575664897486755,-0.12603938090833894,5.829209677741745e-14,0.06426902791681274,0.12232516000000082
discovery,p17_s32_cross,17,32,cross,5,0.0,0.06753528154135213,-0.10502934454245098,-0.1056094373160566,5.261667763540226e-14,0.0901399624181888,0.14183063300000143
discovery,p17_s32_cross,17,32,cross,6,0.0,0.0608541135856026,-0.04914261329630305,-0.050028784010513375,3.8295101761869786e-14,0.10434744383099753,0.1676397740000013
discovery,p17_s32_cross,17,32,cross,7,0.0,0.056219943830405704,-0.008316102916197061,-0.009198567725144782,3.9423148565238584e-14,0.10733082332161922,0.19370431100000118
discovery,p17_s32_cross,17,32,cross,8,0.0,0.055422644210951784,-0.0010807444140786026,-0.0018961403564270868,3.644405454849948e-14,0.1076656688882134,0.22070289800000076
discovery,p17_s32_cross,17,32,cross,9,0.29411764705882354,0.055327169856394486,-0.00020215518669462423,-0.0010000268165869242,3.7196508148053446e-14,0.10770939169454473,0.2415937250000013
discovery,p17_s32_cross,17,32,cross,10,0.47058823529411764,0.05531598524680193,-9.826368719352306e-05,-0.0008931037753232562,3.168755011278973e-14,0.10771552691147829,0.268504493
discovery,p17_s32_cross,17,32,cross,11,0.47058823529411764,0.055314664081694886,-8.590707675298495e-05,-0.0008803048369275951,3.622947436362561e-14,0.10771638684539815,0.2892350740000005
discovery,p17_s32_cross,17,32,cross,12,0.47058823529411764,0.0553145058781772,-8.442056461722561e-05,-0.0008787579025134051,3.4578765936093915e-14,0.10771650662412213,0.31007007200000025
discovery,p17_s32_cross,17,32,cross,13,0.47058823529411764,0.05531448625521568,-8.42357124908191e-05,-0.0008785643010647687,3.771199880928744e-14,0.10771652417402278,0.32274925900000007
discovery,p17_s32_cross,17,32,cross,14,0.47058823529411764,0.05531448542764938,-8.422905253113895e-05,-0.0008785575961859637,3.5995106183607277e-14,0.10771652540629595,0.33616600300000066
discovery,p17_s32_cross,17,32,cross,15,0.47058823529411764,0.055314485172840634,-8.422580897486572e-05,-0.0008785612319317515,3.768684266745152e-14,0.10771652549106656,0.36019858900000123
discovery,p17_s32_cross,17,32,cross,16,0.47058823529411764,0.05531448553231771,-8.42287266918806e-05,-0.0008785620951223538,3.489081619410411e-14,0.10771652514586433,0.39283716300000115
discovery,p17_s32_cross,17,32,cross,17,0.47058823529411764,0.055314485792405624,-8.423190979650118e-05,-0.0008785748272152338,3.802878877324742e-14,0.10771652481593366,0.4225740370000004
discovery,p17_s32_cross,17,32,cross,18,0.47058823529411764,0.055314485821139396,-8.423194767283968e-05,-0.0008785574035654609,3.522372666004155e-14,0.10771652448437637,0.4518903500000011
discovery,p17_s32_cross,17,32,cross,19,0.47058823529411764,0.055314484905121315,-8.42232338910798e-05,-0.0008785516518527992,3.508121452953238e-14,0.10771652467306876,0.47546085600000154
discovery,p17_s32_cross,17,32,cross,20,0.47058823529411764,0.05531448543699725,-8.422778208194622e-05,-0.0008785587181205784,3.52249493297007e-14,0.10771652426824117,0.49734089000000026
discovery,p17_s32_cross,17,32,cross,21,0.47058823529411764,0.05531448565381166,-8.423020009776728e-05,-0.0008785552526959783,3.417236664678702e-14,0.10771652381995549,0.5270928940000008
discovery,p17_s32_cross,17,32,cross,22,0.47058823529411764,0.05531448602205519,-8.42339289148998e-05,-0.0008785570774551138,3.5559676546288036e-14,0.10771652329581127,0.5531364530000005
discovery,p17_s32_cross,17,32,cross,23,0.47058823529411764,0.05531448480456947,-8.422193508939187e-05,-0.0008785523597763384,3.478514296797661e-14,0.10771652375138797,0.5688853080000005
discovery,p17_s32_cross,17,32,cross,24,0.47058823529411764,0.055314485308853786,-8.422751819938662e-05,-0.0008785632384104847,3.893469339448507e-14,0.10771652328814267,0.5957022080000005
discovery,p17_s32_cross,17,32,cross,25,0.47058823529411764,0.05531448564691396,-8.422928771547583e-05,-0.0008785835773497258,3.666664119731669e-14,0.10771652294768247,0.6205384080000016
discovery,p17_s32_cross,17,32,cross,26,0.47058823529411764,0.055314485308914564,-8.422633407350594e-05,-0.0008785708493285194,3.478067980537773e-14,0.10771652296533801,0.6480639610000001
discovery,p17_s32_cross,17,32,cross,27,0.47058823529411764,0.05531448541567478,-8.422733546597896e-05,-0.0008785522707693977,3.530396755660244e-14,0.10771652261214858,0.6739129340000005
discovery,p17_s32_cross,17,32,cross,28,0.47058823529411764,0.05531448526504354,-8.422625646591075e-05,-0.0008785619386039584,3.4150511837085595e-14,0.10771652252752317,0.6970829680000001
discovery,p17_s32_cross,17,32,cross,29,0.47058823529411764,0.05531448513250977,-8.422460034308282e-05,-0.000878554852601271,3.462146498889046e-14,0.1077165224065377,0.7131510580000011
discovery,p17_s32_cross,17,32,cross,30,0.47058823529411764,0.05531448576953935,-8.423000178684077e-05,-0.0008785762307387535,3.391644662281282e-14,0.10771652185589722,0.7309759320000015
discovery,p17_s32_cross,17,32,cross,31,0.47058823529411764,0.05531448520024372,-8.42252907497697e-05,-0.000878566860932628,3.656779592419926e-14,0.10771652191360226,0.7515038619999999
discovery,p17_s32_cross,17,32,cross,32,0.47058823529411764,0.05531448555707019,-8.422870050059127e-05,-0.0008785587528799127,3.638748313417024e-14,0.1077165215762502,0.7672857970000013
discovery,p17_s32_cross,17,32,cross,33,0.47058823529411764,0.05531448582739903,-8.423040152348898e-05,-0.0008785528120345831,3.5660339436158814e-14,0.1077165212149865,0.7873994060000005
