p,seed,signal,predicted_acc,constant_acc,circulant_fraction,frequency_concentration,spectral_fraction,effective_rank,centered_energy_fraction,actual_acc,absolute_error,constant_error,profile_cosine,profile_relative_l2,raw_step5_acc,raw_step10_acc
17,120,0.6497323912266034,0.9176470588235294,0.7102941176470589,0.0722814771295465,0.576094065485179,0.18695717369615433,8.467393070744137,0.9259832444181307,1.0,0.08235294117647063,0.28970588235294115,0.9999558063141097,0.00947322877491325,0.0,1.0
17,121,0.8287567260337638,0.9656862745098039,0.7102941176470589,0.05931298950265928,0.5803495753839424,0.14689637388949225,9.575286800646301,0.8612532561099039,1.0,0.03431372549019607,0.28970588235294115,0.9999419757949688,0.01131045149801433,0.0,1.0
17,122,1.2360588799117893,0.9656862745098039,0.7102941176470589,0.11634351512078184,0.4381188881942948,0.17543164494319105,8.449991000814366,0.9456568122857125,1.0,0.03431372549019607,0.28970588235294115,0.9999457805963774,0.021655365560701308,0.0,1.0
17,123,0.6297665947798149,0.9176470588235294,0.7102941176470589,0.04580663729468012,0.3659074507970154,0.19983511469771742,8.201882637503608,0.8703483201089925,0.9411764705882353,0.02352941176470591,0.23088235294117643,0.9998920339953593,0.015798623358846308,0.0,0.9411764705882353
17,124,0.9975556319324954,0.9656862745098039,0.7102941176470589,0.04524311812426752,0.6770863568142753,0.14737340986412722,9.40443961441877,0.9451284306463871,1.0,0.03431372549019607,0.28970588235294115,0.9999685527786817,0.008636825211826992,0.0,1.0
17,125,1.9619729742064953,1.0,0.7102941176470589,0.028213885656575306,0.31130507817792596,0.19364167270277205,7.989391306549927,0.8773595843980784,1.0,0.0,0.28970588235294115,0.9999509451774621,0.01707684816661764,0.0,1.0
17,126,0.4974338515648048,0.8877961367812449,0.7102941176470589,0.032101411407760995,0.5008694719095351,0.18747046494533642,8.095522314160709,0.8329857749966798,1.0,0.11220386321875508,0.28970588235294115,0.9999440934067511,0.01137300703389445,0.0,1.0
17,127,0.8304292839549677,0.9656862745098039,0.7102941176470589,0.0472041131817268,0.26498283867440386,0.17616043783524882,8.197828112780423,0.9179518283818912,0.9411764705882353,0.02450980392156865,0.23088235294117643,0.9997090029318534,0.0250144438135463,0.0,0.9411764705882353
17,128,-0.4982943943031219,0.024447545729229192,0.7102941176470589,0.06641516785182532,0.6269615947327334,0.16987714713085772,8.509405337156574,0.849640016893431,0.0,0.024447545729229192,0.7102941176470589,0.9999809604466202,0.007324565281482841,0.0,0.0
17,129,1.750554797995722,1.0,0.7102941176470589,0.05516395375113465,0.39486886181643,0.1863956253973872,8.574723721078604,0.9062403962761846,1.0,0.0,0.28970588235294115,0.999935875717724,0.01833556671707946,0.0,1.0
17,130,0.07595603125698847,0.3381789497335407,0.7102941176470589,0.04010591386798795,0.2839670754542602,0.16037743381245162,8.816142623696049,0.8635842239034475,0.47058823529411764,0.13240928556057696,0.2397058823529412,0.9997903149285013,0.021928023747078283,0.0,0.47058823529411764
17,131,2.878188210393259,1.0,0.7102941176470589,0.01944585949325402,0.4739998886138685,0.16340771023929382,8.242283680863979,0.9312569571381317,1.0,0.0,0.28970588235294115,0.9996099029030514,0.02819985276221909,0.0,1.0
17,132,0.2909897335606058,0.8529411764705883,0.7102941176470589,0.04306097320584147,0.5246764330854264,0.19370631262664303,7.689446140552273,0.7413871497417441,0.9411764705882353,0.08823529411764697,0.23088235294117643,0.9999951561250994,0.012547696073026025,0.0,0.9411764705882353
17,133,1.5732822825348243,1.0,0.7102941176470589,0.08566830627347281,0.33514305075107664,0.19324863026728378,7.917009401112971,0.9296065331004236,1.0,0.0,0.28970588235294115,0.999961399599294,0.009227591637401618,0.0,1.0
17,134,1.2740424339992713,0.9656862745098039,0.7102941176470589,0.02843075957998417,0.32599300533389863,0.18084916880185722,8.584251924075081,0.9029447762501734,1.0,0.03431372549019607,0.28970588235294115,0.9996094695856845,0.03121584297487133,0.0,1.0
17,135,0.9379988044664559,0.9656862745098039,0.7102941176470589,0.057272954686841036,0.3488447969327391,0.19227531608279397,7.872905921649569,0.8430880756771826,1.0,0.03431372549019607,0.28970588235294115,0.999968785229533,0.012538560869605189,0.0,1.0
17,136,2.006689591773609,1.0,0.7102941176470589,0.08941521632265872,0.4159414543549428,0.223336533567794,7.26239103998026,0.874430096689526,1.0,0.0,0.28970588235294115,0.99984944693632,0.018334336052347588,0.0,1.0
17,137,1.2290552312853251,0.9656862745098039,0.7102941176470589,0.05927844669187146,0.22465505552593143,0.1743136960865181,8.330667300718764,0.9097685386576944,1.0,0.03431372549019607,0.28970588235294115,0.9998445326472426,0.017635747294118834,0.0,1.0
17,138,0.39610821963097875,0.8529411764705883,0.7102941176470589,0.03321335539212984,0.3182569472946516,0.1546733972932219,9.780967795628495,0.9064186554051792,0.6470588235294118,0.20588235294117652,0.06323529411764706,0.9999861273062278,0.010595063567285673,0.0,0.6470588235294118
17,139,1.9163820095641404,1.0,0.7102941176470589,0.09392143908950569,0.26990311775269443,0.18722653151561142,8.473272214210635,0.8999735285978506,1.0,0.0,0.28970588235294115,0.9999286306101008,0.014672075912602878,0.0,1.0
